query,gt_attr_count,qmeans_attr_count,gt_attributes,qmeans_attributes,matched_key_count,key_match_rate_%,matched_keys,matched_key_priorities,value_match_count,value_match_rate_%,matched_values_detail,value_mismatch_detail,missing_gt_keys,missing_key_priorities,extra_qmeans_keys,extra_qmeans_key_count,critical_missing_key,assessment
Havells Electric Motor,1,2,brand=Havells,power source=electric; brand=havells,1,100.0,brand,brand(P1),1,100.0,brand: GT=Havells | QM=havells,(none),(none),(none),power source=electric,1,(none),PERFECT_MATCH
2 200 w chimney motor,2,2,power=200 W; usage=chimney,power=200 w; usage=chimney,2,100.0,power; usage,power(P3); usage(P9),2,100.0,power: GT=200 W | QM=200 w; usage: GT=chimney | QM=chimney,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Synchronous Motor,1,0,motor_type=synchronous motor,(empty),0,0.0,(none),(none),0,0.0,(none),(none),motor_type=synchronous motor,motor_type(P2),(none),0,motor_type(P2),NO_KEY_MATCH
FL57BLB60 Regular BLDC Motor,1,2,motor_type=BLDC motor,motor type=bldc; model name/number=fl57blb60,1,100.0,motor_type,motor_type(P2),1,100.0,motor_type: GT=BLDC motor | QM=bldc,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Cooler Motor 7 Sutt,1,1,usage=cooler,usage=cooler motor,1,100.0,usage,usage(P9),1,100.0,usage: GT=cooler | QM=cooler motor,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Vintage Industrial Motor,1,2,product_type=motor,usage=industrial; part type=motor,1,100.0,product_type,product_type(P6),1,100.0,product_type: GT=motor | QM=motor,(none),(none),(none),(none),0,(none),PERFECT_MATCH
fan-motors,1,0,usage=fan,(empty),0,0.0,(none),(none),0,0.0,(none),(none),usage=fan,usage(P9),(none),0,usage(P9),NO_KEY_MATCH
mig pmdc motor 24v 42v,3,2,voltage=24V; motor_type=PMDC motor; usage=MIG welding,voltage=24v 42v; motor type=pmdc,2,66.7,voltage; motor_type,voltage(P4); motor_type(P2),2,66.7,voltage: GT=24V | QM=24v 42v; motor_type: GT=PMDC motor | QM=pmdc,(none),usage=MIG welding,usage(P9),(none),0,usage(P9),PARTIAL_MATCH
Single Phase AC Synchronous Motor,2,2,phase=single phase; motor_type=synchronous motor,motor type=ac; no of phase=single phase,2,100.0,phase; motor_type,phase(P7); motor_type(P2),1,50.0,phase: GT=single phase | QM=single phase,motor_type: GT=synchronous motor | QM=ac,(none),(none),(none),0,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
9607 HB / 9609 HB Makita Armature By PowerSpeed,2,3,brand=PowerSpeed; product_type=armature,model number=9607 hb / 9609 hb; type of power tool=armature; brand=powerspeed,2,100.0,brand; product_type,brand(P1); product_type(P6),2,100.0,brand: GT=PowerSpeed | QM=powerspeed; product_type: GT=armature | QM=armature,(none),(none),(none),(none),0,(none),PERFECT_MATCH
parallel shaft helical geard motor,1,2,motor_type=helical geared motor,motor type=helical; orientation=parallel,1,100.0,motor_type,motor_type(P2),1,100.0,motor_type: GT=helical geared motor | QM=helical,(none),(none),(none),orientation=parallel,1,(none),PERFECT_MATCH
1 phase electric motor,1,2,phase=single phase,phase=1 phase; power source=electric,1,100.0,phase,phase(P7),0,0.0,(none),phase: GT=single phase | QM=1 phase,(none),(none),power source=electric,1,(none),PARTIAL_MATCH
Gsm Mobile Starter Pcb,1,2,product_type=motor starter,usage=mobile; material=pcb,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor starter,product_type(P6),(none),0,product_type(P6),NO_KEY_MATCH
shaded pole motors with fan,2,0,motor_type=shaded pole motor; usage=fan,(empty),0,0.0,(none),(none),0,0.0,(none),(none),motor_type=shaded pole motor; usage=fan,motor_type(P2); usage(P9),(none),0,motor_type(P2),NO_KEY_MATCH
Cooler Motor 1 Inch Kit (aluminium),2,1,usage=cooler; material=aluminium,usage=cooler motor,1,50.0,usage,usage(P9),1,50.0,usage: GT=cooler | QM=cooler motor,(none),material=aluminium,material(P16),(none),0,material(P16),PARTIAL_MATCH
Autonic Shaft Encoder,2,2,brand=Autonic; product_type=encoder,make=autonic; encoder type=shaft encoder,1,50.0,brand,brand(P1),1,50.0,brand: GT=Autonic | QM=autonic,(none),product_type=encoder,product_type(P6),encoder type=shaft encoder,1,product_type(P6),PARTIAL_MATCH
door-motor,1,0,usage=door,(empty),0,0.0,(none),(none),0,0.0,(none),(none),usage=door,usage(P9),(none),0,usage(P9),NO_KEY_MATCH
"200W AC Servo Brake Motor & Drive LSELM1S-0200DH60E-SS,   LSEL6-D400Z / LSELP-RS400Z(Analog Control)",2,4,power=200 W; motor_type=servo motor,"power=200w; motor type=ac; model name/number=lselm1s-0200dh60e-ss, lsel6-d400z / lselp-rs400z(analog; usage=servo",2,100.0,power; motor_type,power(P3); motor_type(P2),0,0.0,(none),power: GT=200 W | QM=200w; motor_type: GT=servo motor | QM=ac,(none),(none),(none),0,(none),PARTIAL_MATCH
65X50X25MM CARBON BRUSH,1,2,product_type=carbon brush,size=65x50x25mm; type=carbon brush,1,100.0,product_type,product_type(P6),1,100.0,product_type: GT=carbon brush | QM=carbon brush,(none),(none),(none),size=65x50x25mm,1,(none),PERFECT_MATCH
shaded+pole+motors,1,0,motor_type=shaded pole motor,(empty),0,0.0,(none),(none),0,0.0,(none),(none),motor_type=shaded pole motor,motor_type(P2),(none),0,motor_type(P2),NO_KEY_MATCH
Shaded Pole Motors,1,0,motor_type=shaded pole motor,(empty),0,0.0,(none),(none),0,0.0,(none),(none),motor_type=shaded pole motor,motor_type(P2),(none),0,motor_type(P2),NO_KEY_MATCH
105 Wat Single Phase Cooler Motor,2,3,phase=single phase; usage=cooler,power=105 wat; usage=cooler motor; phase=single phase,2,100.0,phase; usage,phase(P7); usage(P9),2,100.0,phase: GT=single phase | QM=single phase; usage: GT=cooler | QM=cooler motor,(none),(none),(none),(none),0,(none),PERFECT_MATCH
FL60STH65-2008AF Hybrid Stepper Motor,1,2,motor_type=stepper motor,model name/number=fl60sth65-2008af; motor type=stepper motor,1,100.0,motor_type,motor_type(P2),1,100.0,motor_type: GT=stepper motor | QM=stepper motor,(none),(none),(none),(none),0,(none),PERFECT_MATCH
FL42BLSL01- Regular BLDC Motor,1,2,motor_type=BLDC motor,motor type=bldc; model name/number=fl42blsl01-,1,100.0,motor_type,motor_type(P2),1,100.0,motor_type: GT=BLDC motor | QM=bldc,(none),(none),(none),(none),0,(none),PERFECT_MATCH
single phase cooler motor,2,2,phase=single phase; usage=cooler,usage=cooler motor; phase=single phase,2,100.0,phase; usage,phase(P7); usage(P9),2,100.0,phase: GT=single phase | QM=single phase; usage: GT=cooler | QM=cooler motor,(none),(none),(none),(none),0,(none),PERFECT_MATCH
4000w bldc motor / 4kw bldc motor for electric car / electric motor for gokart,2,4,power=4 KW; motor_type=BLDC motor,power=4000w; motor type=bldc; usage=car; power source=electric,2,100.0,power; motor_type,power(P3); motor_type(P2),1,50.0,motor_type: GT=BLDC motor | QM=bldc,power: GT=4 KW | QM=4000w,(none),(none),power source=electric,1,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
Mitsubishi Servo Motors,2,1,brand=Mitsubishi; motor_type=servo motor,brand=mitsubishi,1,50.0,brand,brand(P1),1,50.0,brand: GT=Mitsubishi | QM=mitsubishi,(none),motor_type=servo motor,motor_type(P2),(none),0,motor_type(P2),PARTIAL_MATCH
FL42STH60-0854AF- Hybrid Stepper Motor,1,2,motor_type=stepper motor,model name/number=fl42sth60-0854af-; motor type=stepper motor,1,100.0,motor_type,motor_type(P2),1,100.0,motor_type: GT=stepper motor | QM=stepper motor,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Single Phase Motor Starter,2,2,phase=single phase; product_type=motor starter,usage=motor starter; phase=single phase,1,50.0,phase,phase(P7),1,50.0,phase: GT=single phase | QM=single phase,(none),product_type=motor starter,product_type(P6),(none),0,product_type(P6),PARTIAL_MATCH
170M7167-6500A,1,0,current=6500 A,(empty),0,0.0,(none),(none),0,0.0,(none),(none),current=6500 A,current(P10),(none),0,current(P10),NO_KEY_MATCH
Chimney Motor,1,2,usage=chimney,usage=chimney; part type=motor,1,100.0,usage,usage(P9),1,100.0,usage: GT=chimney | QM=chimney,(none),(none),(none),(none),0,(none),PERFECT_MATCH
sewing-machine-motor-armature,1,1,product_type=armature,usage=sewing-machine-motor-armature,0,0.0,(none),(none),0,0.0,(none),(none),product_type=armature,product_type(P6),(none),0,product_type(P6),NO_KEY_MATCH
amdo cooler motor,2,2,brand=Amdo; usage=cooler,brand=amdo; usage=cooler motor,2,100.0,brand; usage,brand(P1); usage(P9),2,100.0,brand: GT=Amdo | QM=amdo; usage: GT=cooler | QM=cooler motor,(none),(none),(none),(none),0,(none),PERFECT_MATCH
hindustan,1,1,brand=Hindustan,brand=hindustan,1,100.0,brand,brand(P1),1,100.0,brand: GT=Hindustan | QM=hindustan,(none),(none),(none),(none),0,(none),PERFECT_MATCH
crompton greaves vfdc,1,1,brand=Crompton Greaves,brand=crompton,1,100.0,brand,brand(P1),1,100.0,brand: GT=Crompton Greaves | QM=crompton,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Carbon Brush Holder,1,2,product_type=carbon brush,product=brush holder; material=carbon,1,100.0,product_type,product_type(P6),0,0.0,(none),product_type: GT=carbon brush | QM=brush holder,(none),(none),(none),0,(none),PARTIAL_MATCH
370W Electric Sliding Gate Motor,2,3,power=370 W; usage=sliding gate,power=370w; power source=electric; usage=sliding gate,2,100.0,power; usage,power(P3); usage(P9),1,50.0,usage: GT=sliding gate | QM=sliding gate,power: GT=370 W | QM=370w,(none),(none),power source=electric,1,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
foot cum flange mounted electric motor,1,2,mounting=foot cum flange,power source=electric; mounting type=foot cum flange,1,100.0,mounting,mounting(P11),1,100.0,mounting: GT=foot cum flange | QM=foot cum flange,(none),(none),(none),power source=electric,1,(none),PERFECT_MATCH
FL42BLSL02- Regular BLDC Motor,1,2,motor_type=BLDC motor,motor type=bldc; model name/number=fl42blsl02-,1,100.0,motor_type,motor_type(P2),1,100.0,motor_type: GT=BLDC motor | QM=bldc,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Electro Pneumatic Valve Positioner,1,2,product_type=valve positioner,type=pneumatic; usage=valve,1,100.0,product_type,product_type(P6),0,0.0,(none),product_type: GT=valve positioner | QM=pneumatic,(none),(none),(none),0,(none),PARTIAL_MATCH
DC motor 5.5,1,1,motor_type=DC motor,motor type=dc,1,100.0,motor_type,motor_type(P2),1,100.0,motor_type: GT=DC motor | QM=dc,(none),(none),(none),(none),0,(none),PERFECT_MATCH
B&R 8BVI0014HWS0.000-1 ACOPOS MULTI INVERTER MODULE I0014S,0,2,(empty),model name/number=8bvi0014hws0.000-1; brand=b&r,0,N/A,(none),(none),0,N/A,(none),(none),(none),(none),(none),0,(none),NO_GT_ATTRIBUTES
Motor Rotor,1,1,product_type=motor,motor part type=rotor,1,100.0,product_type,product_type(P6),0,0.0,(none),product_type: GT=motor | QM=rotor,(none),(none),(none),0,(none),PARTIAL_MATCH
cooler kit motor,1,2,usage=cooler,usage=cooler; part type=motor,1,100.0,usage,usage(P9),1,100.0,usage: GT=cooler | QM=cooler,(none),(none),(none),(none),0,(none),PERFECT_MATCH
inline helical geared motors,1,0,motor_type=helical geared motor,(empty),0,0.0,(none),(none),0,0.0,(none),(none),motor_type=helical geared motor,motor_type(P2),(none),0,motor_type(P2),NO_KEY_MATCH
boparai auto switch pro,1,2,brand=Boparai,brand=boparai; model name/number=pro,1,100.0,brand,brand(P1),1,100.0,brand: GT=Boparai | QM=boparai,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Carbon brush for AC HT Moter,1,2,product_type=carbon brush,usage=ac ht moter; type=carbon brush,1,100.0,product_type,product_type(P6),1,100.0,product_type: GT=carbon brush | QM=carbon brush,(none),(none),(none),(none),0,(none),PERFECT_MATCH
800 W Wet Dry Vacuum Cleaner Motors,2,3,power=800 W; usage=vacuum cleaner,power=800 w; usage=cleaner; part type=motors,2,100.0,power; usage,power(P3); usage(P9),2,100.0,power: GT=800 W | QM=800 w; usage: GT=vacuum cleaner | QM=cleaner,(none),(none),(none),(none),0,(none),PERFECT_MATCH
FL57STH56-2504ACF-25-ARK Hybrid Stepper Motor,1,2,motor_type=stepper motor,model name/number=fl57sth56-2504acf-25-ark; motor type=stepper motor,1,100.0,motor_type,motor_type(P2),1,100.0,motor_type: GT=stepper motor | QM=stepper motor,(none),(none),(none),(none),0,(none),PERFECT_MATCH
FL57STH51-2804AF- Hybrid Stepper Motor,1,2,motor_type=stepper motor,model name/number=fl57sth51-2804af-; motor type=stepper motor,1,100.0,motor_type,motor_type(P2),1,100.0,motor_type: GT=stepper motor | QM=stepper motor,(none),(none),(none),(none),0,(none),PERFECT_MATCH
90 watt ac geared motor,2,2,power=90 W; motor_type=geared motor,power=90 watt; type=ac,1,50.0,power,power(P3),1,50.0,power: GT=90 W | QM=90 watt,(none),motor_type=geared motor,motor_type(P2),(none),0,motor_type(P2),PARTIAL_MATCH
dwe4235 armature near udaipur,1,2,product_type=armature,type of power tool=armature; model number=dwe4235,1,100.0,product_type,product_type(P6),1,100.0,product_type: GT=armature | QM=armature,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Electric Motor Starters,1,2,product_type=motor starter,power source=electric; usage=motor,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor starter,product_type(P6),power source=electric,1,product_type(P6),NO_KEY_MATCH
ytc make smart positioner,1,2,product_type=valve positioner,type=positioner; brand=ytc,1,100.0,product_type,product_type(P6),1,100.0,product_type: GT=valve positioner | QM=positioner,(none),(none),(none),(none),0,(none),PERFECT_MATCH
PowerSpeed Armature For Makita 3501 N,2,2,brand=PowerSpeed; product_type=armature,type of power tool=armature; brand=powerspeed,2,100.0,brand; product_type,brand(P1); product_type(P6),2,100.0,brand: GT=PowerSpeed | QM=powerspeed; product_type: GT=armature | QM=armature,(none),(none),(none),(none),0,(none),PERFECT_MATCH
arma texture,0,2,(empty),brand=arma; paint type=texture,0,N/A,(none),(none),0,N/A,(none),(none),(none),(none),paint type=texture,1,(none),NO_GT_ATTRIBUTES
Single Phase Copper Slip Ring,3,3,phase=single phase; motor_type=slip ring motor; material=copper,material=copper; phase=single phase; motor part type=slip ring,2,66.7,phase; material,phase(P7); material(P16),2,66.7,phase: GT=single phase | QM=single phase; material: GT=copper | QM=copper,(none),motor_type=slip ring motor,motor_type(P2),(none),0,motor_type(P2),PARTIAL_MATCH
Venex Motor Starter,2,2,brand=Venex; product_type=motor starter,usage=motor starter; brand=venex,1,50.0,brand,brand(P1),1,50.0,brand: GT=Venex | QM=venex,(none),product_type=motor starter,product_type(P6),(none),0,product_type(P6),PARTIAL_MATCH
Mobile+Starter+Prime,1,0,product_type=motor starter,(empty),0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor starter,product_type(P6),(none),0,product_type(P6),NO_KEY_MATCH
havells motor,1,2,brand=Havells,brand=havells; part type=motor,1,100.0,brand,brand(P1),1,100.0,brand: GT=Havells | QM=havells,(none),(none),(none),(none),0,(none),PERFECT_MATCH
AC Fail and DC Fail,0,0,(empty),(empty),0,N/A,(none),(none),0,N/A,(none),(none),(none),(none),(none),0,(none),NO_GT_ATTRIBUTES
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-4AK01-0MB0 0.06 kW,4,4,brand=Siemens; power=0.06 KW; motor_type=servo motor; model_number=1FK2104-4AK01-0MB0,power=0.06 kw; model name/number=1fk2104-4ak01-0mb0; usage=servo motor; brand=siemens,3,75.0,brand; power; model_number,brand(P1); power(P3); model_number(P5),3,75.0,brand: GT=Siemens | QM=siemens; power: GT=0.06 KW | QM=0.06 kw; model_number: GT=1FK2104-4AK01-0MB0 | QM=1fk2104-4ak01-0mb0,(none),motor_type=servo motor,motor_type(P2),(none),0,motor_type(P2),PARTIAL_MATCH
Aluminium Winding Cooler Fan Motor,2,3,usage=cooler; material=aluminium,winding material=aluminium; usage=cooler; part type=motor,2,100.0,usage; material,usage(P9); material(P16),2,100.0,usage: GT=cooler | QM=cooler; material: GT=aluminium | QM=aluminium,(none),(none),(none),(none),0,(none),PERFECT_MATCH
FL42STH33-0956AF- Hybrid Stepper Motor,1,2,motor_type=stepper motor,model name/number=fl42sth33-0956af-; motor type=stepper motor,1,100.0,motor_type,motor_type(P2),1,100.0,motor_type: GT=stepper motor | QM=stepper motor,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Mk 1 Dol Starter,1,2,product_type=DOL starter,starter type=dol; model name/number=mk 1,0,0.0,(none),(none),0,0.0,(none),(none),product_type=DOL starter,product_type(P6),starter type=dol,1,product_type(P6),NO_KEY_MATCH
fhp motors,1,1,product_type=motor,brand=fhp,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor,product_type(P6),(none),0,product_type(P6),NO_KEY_MATCH
laxmi 3 hp singal fase motors,2,2,brand=Laxmi; power=3 HP,power=3 hp; brand=laxmi,2,100.0,brand; power,brand(P1); power(P3),2,100.0,brand: GT=Laxmi | QM=laxmi; power: GT=3 HP | QM=3 hp,(none),(none),(none),(none),0,(none),PERFECT_MATCH
0502 exhaust fan motor,1,2,usage=exhaust fan,model number=0502; usage=exhaust fan,1,100.0,usage,usage(P9),1,100.0,usage: GT=exhaust fan | QM=exhaust fan,(none),(none),(none),(none),0,(none),PERFECT_MATCH
dual shaft 1300RPM BLOWER FAN MOTOR,3,4,speed=1300 RPM; usage=blower; shaft_type=dual shaft,speed=1300rpm; usage=blower fan; shaft type=dual shaft; part type=motor,3,100.0,speed; usage; shaft_type,speed(P8); usage(P9); shaft_type(P15),2,66.7,usage: GT=blower | QM=blower fan; shaft_type: GT=dual shaft | QM=dual shaft,speed: GT=1300 RPM | QM=1300rpm,(none),(none),(none),0,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
105 W Alqer 16 Inch Super Cooler Motor,3,4,brand=Alqer; power=105 W; usage=cooler,power=105 w; size=16 inch; brand=alqer; usage=cooler motor,3,100.0,brand; power; usage,brand(P1); power(P3); usage(P9),3,100.0,brand: GT=Alqer | QM=alqer; power: GT=105 W | QM=105 w; usage: GT=cooler | QM=cooler motor,(none),(none),(none),size=16 inch,1,(none),PERFECT_MATCH
FL60STH65-2804AF Hybrid Stepper Motor,1,2,motor_type=stepper motor,model name/number=fl60sth65-2804af; motor type=stepper motor,1,100.0,motor_type,motor_type(P2),1,100.0,motor_type: GT=stepper motor | QM=stepper motor,(none),(none),(none),(none),0,(none),PERFECT_MATCH
टेक्समो मोटर स्पेयर पार्ट्स,0,0,(empty),(empty),0,N/A,(none),(none),0,N/A,(none),(none),(none),(none),(none),0,(none),NO_GT_ATTRIBUTES
Crompton 2hp Gf6834 Single Phase Electric Motor 1440 Rpm,4,6,brand=Crompton; power=2 HP; phase=single phase; speed=1440 RPM,speed=1440 rpm; power=2hp; brand=crompton; power source=electric; model name/number=gf6834; phase=single,4,100.0,brand; power; phase; speed,brand(P1); power(P3); phase(P7); speed(P8),3,75.0,brand: GT=Crompton | QM=crompton; phase: GT=single phase | QM=single; speed: GT=1440 RPM | QM=1440 rpm,power: GT=2 HP | QM=2hp,(none),(none),power source=electric,1,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
Bch Submersible Pump Starters,3,2,brand=BCH; product_type=motor starter; usage=submersible pump,brand=bch; usage=submersible pump,2,66.7,brand; usage,brand(P1); usage(P9),2,66.7,brand: GT=BCH | QM=bch; usage: GT=submersible pump | QM=submersible pump,(none),product_type=motor starter,product_type(P6),(none),0,product_type(P6),PARTIAL_MATCH
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-0SB0,3,3,brand=Siemens; motor_type=servo motor; model_number=1FK2104-6AF10-0SB0,model name/number=1fk2104-6af10-0sb0; usage=servo motor; brand=siemens,2,66.7,brand; model_number,brand(P1); model_number(P5),2,66.7,brand: GT=Siemens | QM=siemens; model_number: GT=1FK2104-6AF10-0SB0 | QM=1fk2104-6af10-0sb0,(none),motor_type=servo motor,motor_type(P2),(none),0,motor_type(P2),PARTIAL_MATCH
AC Geared Motor,1,2,motor_type=geared motor,type=ac; part type=motor,0,0.0,(none),(none),0,0.0,(none),(none),motor_type=geared motor,motor_type(P2),(none),0,motor_type(P2),NO_KEY_MATCH
Crompton 2hp Gf6834 Single Phase Electric Motor,3,5,brand=Crompton; power=2 HP; phase=single phase,power=2hp; brand=crompton; product=electric motor; model name/number=gf6834; no of phase=single phase,3,100.0,brand; power; phase,brand(P1); power(P3); phase(P7),2,66.7,brand: GT=Crompton | QM=crompton; phase: GT=single phase | QM=single phase,power: GT=2 HP | QM=2hp,(none),(none),(none),0,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF01-0SA0 2.7 kW,4,4,brand=Siemens; power=2.7 KW; motor_type=servo motor; model_number=1FK2106-4AF01-0SA0,model name/number=1fk2106-4af01-0sa0; power=2.7 kw; usage=servo motor; brand=siemens,3,75.0,brand; power; model_number,brand(P1); power(P3); model_number(P5),3,75.0,brand: GT=Siemens | QM=siemens; power: GT=2.7 KW | QM=2.7 kw; model_number: GT=1FK2106-4AF01-0SA0 | QM=1fk2106-4af01-0sa0,(none),motor_type=servo motor,motor_type(P2),(none),0,motor_type(P2),PARTIAL_MATCH
Ecoflam Burner Servo Motor,3,3,brand=Ecoflam; motor_type=servo motor; usage=burner,usage=burner; brand=ecoflam; type=servo motor,2,66.7,brand; usage,brand(P1); usage(P9),2,66.7,brand: GT=Ecoflam | QM=ecoflam; usage: GT=burner | QM=burner,(none),motor_type=servo motor,motor_type(P2),(none),0,motor_type(P2),PARTIAL_MATCH
"Three Phase Motor,Lubi Pumps,Lubi Electrical Motor__I__m__",3,1,brand=Lubi; phase=three phase; usage=pump,phase=three phase,1,33.3,phase,phase(P7),1,33.3,phase: GT=three phase | QM=three phase,(none),brand=Lubi; usage=pump,brand(P1); usage(P9),(none),0,brand(P1),LOW_MATCH
VTV YN90-120 Motor,1,2,brand=VTV,part type=motor; model name/number=yn90-120,0,0.0,(none),(none),0,0.0,(none),(none),brand=VTV,brand(P1),(none),0,brand(P1),NO_KEY_MATCH
Electric Motors,1,1,product_type=motor,power source=electric,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor,product_type(P6),power source=electric,1,product_type(P6),NO_KEY_MATCH
induction motor,1,1,motor_type=induction motor,motor type=induction,1,100.0,motor_type,motor_type(P2),1,100.0,motor_type: GT=induction motor | QM=induction,(none),(none),(none),(none),0,(none),PERFECT_MATCH
60W Desert Cooler Motor,2,4,power=60 W; usage=desert cooler,power=60w; usage=cooler; cooler type=desert; part type=motor,2,100.0,power; usage,power(P3); usage(P9),1,50.0,usage: GT=desert cooler | QM=cooler,power: GT=60 W | QM=60w,(none),(none),cooler type=desert,1,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
FL42STH47-1684AF-08- Hybrid Stepper Motor,1,2,motor_type=stepper motor,model name/number=fl42sth47-1684af-08-; motor type=stepper motor,1,100.0,motor_type,motor_type(P2),1,100.0,motor_type: GT=stepper motor | QM=stepper motor,(none),(none),(none),(none),0,(none),PERFECT_MATCH
electronic-starter,1,1,product_type=motor starter,power source=electronic-starter,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor starter,product_type(P6),power source=electronic-starter,1,product_type(P6),NO_KEY_MATCH
FL42STH38-1684AF Hybrid Stepper Motor,1,2,motor_type=stepper motor,model name/number=fl42sth38-1684af; motor type=stepper motor,1,100.0,motor_type,motor_type(P2),1,100.0,motor_type: GT=stepper motor | QM=stepper motor,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Lubi LGH90GF50H15K Gare Motor,1,3,brand=Lubi,type=gare motor; model name/number=lgh90gf50h15k; brand=lubi,1,100.0,brand,brand(P1),1,100.0,brand: GT=Lubi | QM=lubi,(none),(none),(none),(none),0,(none),PERFECT_MATCH
1FK2104-6AF10-0SB0,1,0,model_number=1FK2104-6AF10-0SB0,(empty),0,0.0,(none),(none),0,0.0,(none),(none),model_number=1FK2104-6AF10-0SB0,model_number(P5),(none),0,model_number(P5),NO_KEY_MATCH
Ml 2 Dol Starter,1,2,product_type=DOL starter,starter type=dol; model name/number=ml 2,0,0.0,(none),(none),0,0.0,(none),(none),product_type=DOL starter,product_type(P6),starter type=dol,1,product_type(P6),NO_KEY_MATCH
siemens electric ac motor 75 hp 1440 rpm,4,4,brand=Siemens; power=75 HP; speed=1440 RPM; motor_type=AC motor,speed=1440 rpm; power=75 hp; power source=electric; brand=siemens,3,75.0,brand; power; speed,brand(P1); power(P3); speed(P8),3,75.0,brand: GT=Siemens | QM=siemens; power: GT=75 HP | QM=75 hp; speed: GT=1440 RPM | QM=1440 rpm,(none),motor_type=AC motor,motor_type(P2),power source=electric,1,motor_type(P2),PARTIAL_MATCH
Vishal 8al2 Air Cooler Motor,2,4,brand=Vishal; usage=air cooler,model number=8al2; usage=cooler; part type=motor; brand=vishal,2,100.0,brand; usage,brand(P1); usage(P9),2,100.0,brand: GT=Vishal | QM=vishal; usage: GT=air cooler | QM=cooler,(none),(none),(none),(none),0,(none),PERFECT_MATCH
ELLDO cooler motor,2,1,brand=ELLDO; usage=cooler,usage=cooler motor,1,50.0,usage,usage(P9),1,50.0,usage: GT=cooler | QM=cooler motor,(none),brand=ELLDO,brand(P1),(none),0,brand(P1),PARTIAL_MATCH
CP - 101 ACTUATOR,1,2,product_type=actuator,product=actuator; model name/number=cp - 101,1,100.0,product_type,product_type(P6),1,100.0,product_type: GT=actuator | QM=actuator,(none),(none),(none),(none),0,(none),PERFECT_MATCH
DZ Gear Motor Brushed DC Motor,1,1,motor_type=geared motor,motor type=dc,1,100.0,motor_type,motor_type(P2),0,0.0,(none),motor_type: GT=geared motor | QM=dc,(none),(none),(none),0,(none),PARTIAL_MATCH
dual shaft blower fan motor,2,2,usage=blower; shaft_type=dual shaft,shaft type=dual shaft; part type=motor,1,50.0,shaft_type,shaft_type(P15),1,50.0,shaft_type: GT=dual shaft | QM=dual shaft,(none),usage=blower,usage(P9),(none),0,usage(P9),PARTIAL_MATCH
220 v dual shaft BLOWER FAN MOTOR,3,4,voltage=220V; usage=blower; shaft_type=dual shaft,voltage=220 v; usage=blower fan; shaft type=dual shaft; part type=motor,3,100.0,voltage; usage; shaft_type,voltage(P4); usage(P9); shaft_type(P15),2,66.7,usage: GT=blower | QM=blower fan; shaft_type: GT=dual shaft | QM=dual shaft,voltage: GT=220V | QM=220 v,(none),(none),(none),0,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
220  v 1 dual shaft BLOWER FAN MOTOR,3,4,voltage=220V; usage=blower; shaft_type=dual shaft,voltage=220 v; usage=blower fan; shaft type=dual shaft; part type=motor,3,100.0,voltage; usage; shaft_type,voltage(P4); usage(P9); shaft_type(P15),2,66.7,usage: GT=blower | QM=blower fan; shaft_type: GT=dual shaft | QM=dual shaft,voltage: GT=220V | QM=220 v,(none),(none),(none),0,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
"Crompton 2hp Gf6834 Single Phase Electric Motor, 1440 rpm",4,6,brand=Crompton; power=2 HP; phase=single phase; speed=1440 RPM,speed=1440 rpm; power=2hp; brand=crompton; power source=electric; model name/number=gf6834; no of phase=single phase,4,100.0,brand; power; phase; speed,brand(P1); power(P3); phase(P7); speed(P8),3,75.0,brand: GT=Crompton | QM=crompton; phase: GT=single phase | QM=single phase; speed: GT=1440 RPM | QM=1440 rpm,power: GT=2 HP | QM=2hp,(none),(none),power source=electric,1,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
