success,query,ground_truth_attr_count,ground_truth_isq_list,ground_truth_isq_pipe,api_version,raw_response
True,gota lace 2 inch width,2,"['gota lace:product:specification', 'gota lace:type of laces:specification']",gota lace:product:specification | gota lace:type of laces:specification,1.0,"{'api_version': '1.0', 'attributes': {'2 inch': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'unit', 'attr_value': '2 inch', 'attr_value_id': '-', 'char_offset': '10', 'model': 'attr-v2', 'others': [{'attr_meta': {}, 'attr_name': 'width', 'attr_type': 'specification', 'attr_value': '2 inch', 'attr_value_id': '-', 'model': 'q-means/2.0.1'}], 'word_offset': '2'}, 'gota lace': {'attr_meta': {}, 'attr_name': 'product', 'attr_type': 'specification', 'attr_value': 'gota lace', 'attr_value_id': '-', 'char_offset': '0', 'model': 'dictionary', 'others': [{'attr_meta': {}, 'attr_name': 'type of laces', 'attr_type': 'specification', 'attr_value': 'gota lace', 'attr_value_id': '-', 'model': 'q-means/2.0.1'}, {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'gota lace', 'attr_value_id': '-', 'model': 'probable-product'}], 'word_offset': '0'}, 'inch': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'inch', 'attr_value_id': '-', 'char_offset': '12', 'model': 'probable-product', 'word_offset': '3'}, 'lace 2': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'lace 2', 'attr_value_id': '-', 'char_offset': '5', 'model': 'probable-product', 'word_offset': '1'}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 9.53, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 10.49, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 28.69, 'status': 'success'}}, 'response_code': 200, 'response_time': 34.38, 'timeout': False}"
True,gota lace wholesale,2,"['gota lace:product:specification', 'gota lace:type of laces:specification']",gota lace:product:specification | gota lace:type of laces:specification,1.0,"{'api_version': '1.0', 'attributes': {'gota lace': {'attr_meta': {}, 'attr_name': 'product', 'attr_type': 'specification', 'attr_value': 'gota lace', 'attr_value_id': '-', 'char_offset': '0', 'model': 'dictionary', 'others': [{'attr_meta': {}, 'attr_name': 'type of laces', 'attr_type': 'specification', 'attr_value': 'gota lace', 'attr_value_id': '-', 'model': 'q-means/2.0.1'}, {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'gota lace', 'attr_value_id': '-', 'model': 'probable-product'}], 'word_offset': '0'}, 'wholesale': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'biztype', 'attr_value': 'wholesaler', 'attr_value_id': '30', 'char_offset': '10', 'model': 'attr-v2', 'others': [{'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'wholesale', 'attr_value_id': '-', 'model': 'probable-product'}, {'attr_meta': {}, 'attr_name': 'business type', 'attr_type': 'specification', 'attr_value': 'wholesale', 'attr_value_id': '-', 'model': 'q-means/2.0.1'}], 'word_offset': '2'}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 7.19, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 11.64, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 26.41, 'status': 'success'}}, 'response_code': 200, 'response_time': 31.55, 'timeout': False}"
True,gota lace silver shade,2,"['gota lace:product:specification', 'gota lace:type of laces:specification']",gota lace:product:specification | gota lace:type of laces:specification,1.0,"{'api_version': '1.0', 'attributes': {'gota lace': {'attr_meta': {}, 'attr_name': 'product', 'attr_type': 'specification', 'attr_value': 'gota lace', 'attr_value_id': '-', 'char_offset': '0', 'model': 'dictionary', 'others': [{'attr_meta': {}, 'attr_name': 'type of laces', 'attr_type': 'specification', 'attr_value': 'gota lace', 'attr_value_id': '-', 'model': 'q-means/2.0.1'}, {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'gota lace', 'attr_value_id': '-', 'model': 'probable-product'}], 'word_offset': '0'}, 'shade': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'shade', 'attr_value_id': '-', 'char_offset': '17', 'model': 'probable-product', 'word_offset': '3'}, 'silver': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'silver', 'attr_value_id': '-', 'char_offset': '10', 'model': 'probable-product', 'others': [{'attr_meta': {}, 'attr_name': 'color', 'attr_type': 'specification', 'attr_value': 'silver', 'attr_value_id': '-', 'model': 'q-means/2.0.1'}], 'word_offset': '2'}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 7.6, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 10.56, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 21.54, 'status': 'success'}}, 'response_code': 200, 'response_time': 26.39, 'timeout': False}"
True,gota lace embroidery,3,"['embroidery:pattern:specification', 'gota lace:product:specification', 'gota lace:type of laces:specification']",embroidery:pattern:specification | gota lace:product:specification | gota lace:type of laces:specification,1.0,"{'api_version': '1.0', 'attributes': {'embroidery': {'attr_meta': {}, 'attr_name': 'pattern', 'attr_type': 'specification', 'attr_value': 'embroidery', 'attr_value_id': '-', 'char_offset': '10', 'model': 'q-means/2.0.1', 'word_offset': '2'}, 'gota lace': {'attr_meta': {}, 'attr_name': 'product', 'attr_type': 'specification', 'attr_value': 'gota lace', 'attr_value_id': '-', 'char_offset': '0', 'model': 'dictionary', 'others': [{'attr_meta': {}, 'attr_name': 'type of laces', 'attr_type': 'specification', 'attr_value': 'gota lace', 'attr_value_id': '-', 'model': 'q-means/2.0.1'}, {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'gota lace', 'attr_value_id': '-', 'model': 'probable-product'}], 'word_offset': '0'}, 'lace embroidery': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'lace embroidery', 'attr_value_id': '-', 'char_offset': '5', 'model': 'probable-product', 'word_offset': '1'}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 8.74, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 12.68, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 36.15, 'status': 'success'}}, 'response_code': 200, 'response_time': 42.56, 'timeout': False}"
True,gota lace designer,1,['gota lace:product:specification'],gota lace:product:specification,1.0,"{'api_version': '1.0', 'attributes': {'gota lace': {'attr_meta': {}, 'attr_name': 'product', 'attr_type': 'specification', 'attr_value': 'gota lace', 'attr_value_id': '-', 'char_offset': '0', 'model': 'dictionary', 'others': [{'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'gota lace', 'attr_value_id': '-', 'model': 'probable-product'}], 'word_offset': '0'}, 'lace designer': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'lace designer', 'attr_value_id': '-', 'char_offset': '5', 'model': 'probable-product', 'word_offset': '1'}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 8.9, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 12.21, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 21.9, 'status': 'success'}}, 'response_code': 200, 'response_time': 25.37, 'timeout': False}"
True,gota lace traditional,2,"['gota lace:product:specification', 'gota lace:type of laces:specification']",gota lace:product:specification | gota lace:type of laces:specification,1.0,"{'api_version': '1.0', 'attributes': {'gota lace': {'attr_meta': {}, 'attr_name': 'product', 'attr_type': 'specification', 'attr_value': 'gota lace', 'attr_value_id': '-', 'char_offset': '0', 'model': 'dictionary', 'others': [{'attr_meta': {}, 'attr_name': 'type of laces', 'attr_type': 'specification', 'attr_value': 'gota lace', 'attr_value_id': '-', 'model': 'q-means/2.0.1'}, {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'gota lace', 'attr_value_id': '-', 'model': 'probable-product'}], 'word_offset': '0'}, 'traditional': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'traditional', 'attr_value_id': '-', 'char_offset': '10', 'model': 'probable-product', 'others': [{'attr_meta': {}, 'attr_name': 'design', 'attr_type': 'specification', 'attr_value': 'traditional', 'attr_value_id': '-', 'model': 'q-means/2.0.1'}], 'word_offset': '2'}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 9.45, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 12.66, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 23.67, 'status': 'success'}}, 'response_code': 200, 'response_time': 29.59, 'timeout': False}"
True,gota lace patti work,1,['gota lace:product:specification'],gota lace:product:specification,1.0,"{'api_version': '1.0', 'attributes': {'gota lace': {'attr_meta': {}, 'attr_name': 'product', 'attr_type': 'specification', 'attr_value': 'gota lace', 'attr_value_id': '-', 'char_offset': '0', 'model': 'dictionary', 'others': [{'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'gota lace', 'attr_value_id': '-', 'model': 'probable-product'}], 'word_offset': '0'}, 'lace patti': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'lace patti', 'attr_value_id': '-', 'char_offset': '5', 'model': 'probable-product', 'word_offset': '1'}, 'work': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'work', 'attr_value_id': '-', 'char_offset': '16', 'model': 'probable-product', 'word_offset': '3'}}, 'banned_status': 'not_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 7.17, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 11.62, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 23.47, 'status': 'success'}}, 'response_code': 200, 'response_time': 27.14, 'timeout': False}"
True,cow beef banned item,1,['cow beef:fully_banned:banned'],cow beef:fully_banned:banned,1.0,"{'api_version': '1.0', 'attributes': {'banned': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'banned', 'attr_value_id': '-', 'char_offset': '9', 'model': 'probable-product', 'others': [{'attr_meta': {}, 'attr_name': 'product', 'attr_type': 'specification', 'attr_value': 'banned', 'attr_value_id': '-', 'model': 'q-means/2.0.1'}], 'word_offset': '2'}, 'cow beef': {'attr_meta': {}, 'attr_name': 'fully_banned', 'attr_type': 'banned', 'attr_value': 'cow beef', 'attr_value_id': '1', 'char_offset': '0', 'model': 'dictionary', 'word_offset': '0'}, 'item': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'item', 'attr_value_id': '-', 'char_offset': '16', 'model': 'probable-product', 'word_offset': '3'}}, 'banned_status': 'fully_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 16.0, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 16.09, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 33.35, 'status': 'success'}}, 'response_code': 200, 'response_time': 43.01, 'timeout': False}"
True,beef cow not allowed,1,['beef cow:fully_banned:banned'],beef cow:fully_banned:banned,1.0,"{'api_version': '1.0', 'attributes': {'allowed': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'allowed', 'attr_value_id': '-', 'char_offset': '13', 'model': 'probable-product', 'word_offset': '3'}, 'beef cow': {'attr_meta': {}, 'attr_name': 'fully_banned', 'attr_type': 'banned', 'attr_value': 'beef cow', 'attr_value_id': '1', 'char_offset': '0', 'model': 'dictionary', 'word_offset': '0'}, 'not': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'not', 'attr_value_id': '-', 'char_offset': '9', 'model': 'probable-product', 'word_offset': '2'}}, 'banned_status': 'fully_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 7.66, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 10.09, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 21.72, 'status': 'success'}}, 'response_code': 200, 'response_time': 26.69, 'timeout': False}"
True,cow beef restricted product,1,['cow beef:fully_banned:banned'],cow beef:fully_banned:banned,1.0,"{'api_version': '1.0', 'attributes': {'cow beef': {'attr_meta': {}, 'attr_name': 'fully_banned', 'attr_type': 'banned', 'attr_value': 'cow beef', 'attr_value_id': '1', 'char_offset': '0', 'model': 'dictionary', 'word_offset': '0'}, 'product': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'product', 'attr_value_id': '-', 'char_offset': '20', 'model': 'probable-product', 'word_offset': '3'}}, 'banned_status': 'fully_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 7.7, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 9.58, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 21.68, 'status': 'success'}}, 'response_code': 200, 'response_time': 26.57, 'timeout': False}"
True,beef cow search blocked,1,['beef cow:fully_banned:banned'],beef cow:fully_banned:banned,1.0,"{'api_version': '1.0', 'attributes': {'beef cow': {'attr_meta': {}, 'attr_name': 'fully_banned', 'attr_type': 'banned', 'attr_value': 'beef cow', 'attr_value_id': '1', 'char_offset': '0', 'model': 'dictionary', 'word_offset': '0'}, 'blocked': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'blocked', 'attr_value_id': '-', 'char_offset': '16', 'model': 'probable-product', 'word_offset': '3'}}, 'banned_status': 'fully_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 7.59, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 12.09, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 24.11, 'status': 'success'}}, 'response_code': 200, 'response_time': 29.11, 'timeout': False}"
True,cow beef illegal item,1,['cow beef:fully_banned:banned'],cow beef:fully_banned:banned,1.0,"{'api_version': '1.0', 'attributes': {'cow beef': {'attr_meta': {}, 'attr_name': 'fully_banned', 'attr_type': 'banned', 'attr_value': 'cow beef', 'attr_value_id': '1', 'char_offset': '0', 'model': 'dictionary', 'word_offset': '0'}, 'item': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'item', 'attr_value_id': '-', 'char_offset': '17', 'model': 'probable-product', 'word_offset': '3'}}, 'banned_status': 'fully_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 7.37, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 9.12, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 21.39, 'status': 'success'}}, 'response_code': 200, 'response_time': 26.52, 'timeout': False}"
True,beef cow prohibited,1,['beef cow:fully_banned:banned'],beef cow:fully_banned:banned,1.0,"{'api_version': '1.0', 'attributes': {'beef cow': {'attr_meta': {}, 'attr_name': 'fully_banned', 'attr_type': 'banned', 'attr_value': 'beef cow', 'attr_value_id': '1', 'char_offset': '0', 'model': 'dictionary', 'word_offset': '0'}}, 'banned_status': 'fully_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 7.27, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 13.05, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 31.3, 'status': 'success'}}, 'response_code': 200, 'response_time': 36.05, 'timeout': False}"
True,cow beef not permitted,1,['cow beef:fully_banned:banned'],cow beef:fully_banned:banned,1.0,"{'api_version': '1.0', 'attributes': {'cow beef': {'attr_meta': {}, 'attr_name': 'fully_banned', 'attr_type': 'banned', 'attr_value': 'cow beef', 'attr_value_id': '1', 'char_offset': '0', 'model': 'dictionary', 'word_offset': '0'}, 'not': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'not', 'attr_value_id': '-', 'char_offset': '9', 'model': 'probable-product', 'word_offset': '2'}}, 'banned_status': 'fully_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 13.39, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 21.23, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 22.21, 'status': 'success'}}, 'response_code': 200, 'response_time': 31.15, 'timeout': False}"
True,beef cow banned search,1,['beef cow:fully_banned:banned'],beef cow:fully_banned:banned,1.0,"{'api_version': '1.0', 'attributes': {'banned': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'banned', 'attr_value_id': '-', 'char_offset': '9', 'model': 'probable-product', 'word_offset': '2'}, 'beef cow': {'attr_meta': {}, 'attr_name': 'fully_banned', 'attr_type': 'banned', 'attr_value': 'beef cow', 'attr_value_id': '1', 'char_offset': '0', 'model': 'dictionary', 'word_offset': '0'}}, 'banned_status': 'fully_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 9.68, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 12.75, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 23.78, 'status': 'success'}}, 'response_code': 200, 'response_time': 29.59, 'timeout': False}"
True,cow beef restricted search,1,['cow beef:fully_banned:banned'],cow beef:fully_banned:banned,1.0,"{'api_version': '1.0', 'attributes': {'cow beef': {'attr_meta': {}, 'attr_name': 'fully_banned', 'attr_type': 'banned', 'attr_value': 'cow beef', 'attr_value_id': '1', 'char_offset': '0', 'model': 'dictionary', 'word_offset': '0'}}, 'banned_status': 'fully_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 10.28, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 11.15, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 22.88, 'status': 'success'}}, 'response_code': 200, 'response_time': 27.96, 'timeout': False}"
True,beef cow blocked item,1,['beef cow:fully_banned:banned'],beef cow:fully_banned:banned,1.0,"{'api_version': '1.0', 'attributes': {'beef cow': {'attr_meta': {}, 'attr_name': 'fully_banned', 'attr_type': 'banned', 'attr_value': 'beef cow', 'attr_value_id': '1', 'char_offset': '0', 'model': 'dictionary', 'word_offset': '0'}, 'blocked': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'blocked', 'attr_value_id': '-', 'char_offset': '9', 'model': 'probable-product', 'word_offset': '2'}, 'item': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'item', 'attr_value_id': '-', 'char_offset': '17', 'model': 'probable-product', 'word_offset': '3'}}, 'banned_status': 'fully_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 7.8, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 10.06, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 22.02, 'status': 'success'}}, 'response_code': 200, 'response_time': 26.13, 'timeout': False}"
True,dog labrador puppy,2,"['dog labrador:fully_banned:banned', 'labrador puppy:partially_banned:banned']",dog labrador:fully_banned:banned | labrador puppy:partially_banned:banned,1.0,"{'api_version': '1.0', 'attributes': {'dog labrador': {'attr_meta': {}, 'attr_name': 'fully_banned', 'attr_type': 'banned', 'attr_value': 'dog labrador', 'attr_value_id': '1', 'char_offset': '0', 'model': 'dictionary', 'word_offset': '0'}, 'labrador puppy': {'attr_meta': {'banned_catid': '691'}, 'attr_name': 'partially_banned', 'attr_type': 'banned', 'attr_value': 'labrador puppy', 'attr_value_id': '1', 'char_offset': '4', 'model': 'attr-v2', 'word_offset': '1'}}, 'banned_status': 'fully_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 8.18, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 12.87, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 25.63, 'status': 'success'}}, 'response_code': 200, 'response_time': 31.7, 'timeout': False}"
True,labrador dog breed,2,"['dog breed:partially_banned:banned', 'labrador dog:partially_banned:banned']",dog breed:partially_banned:banned | labrador dog:partially_banned:banned,1.0,"{'api_version': '1.0', 'attributes': {'dog breed': {'attr_meta': {'banned_catid': '447,8,691,9'}, 'attr_name': 'partially_banned', 'attr_type': 'banned', 'attr_value': 'dog breed', 'attr_value_id': '1', 'char_offset': 9, 'model': 'attr-v2', 'word_offset': 1}, 'labrador dog': {'attr_meta': {'banned_catid': '691'}, 'attr_name': 'partially_banned', 'attr_type': 'banned', 'attr_value': 'labrador dog', 'attr_value_id': '1', 'char_offset': 0, 'model': 'attr-v2', 'word_offset': 0}}, 'banned_status': 'partially_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 10.06, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 8.55, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 22.51, 'status': 'success'}}, 'response_code': 200, 'response_time': 28.19, 'timeout': False}"
True,dog labrador retriever,3,"['dog labrador:fully_banned:banned', 'labrador retriever:partially_banned:banned', 'labrador retriever:breed:specification']",dog labrador:fully_banned:banned | labrador retriever:partially_banned:banned | labrador retriever:breed:specification,1.0,"{'api_version': '1.0', 'attributes': {'dog labrador': {'attr_meta': {}, 'attr_name': 'fully_banned', 'attr_type': 'banned', 'attr_value': 'dog labrador', 'attr_value_id': '1', 'char_offset': '0', 'model': 'dictionary', 'word_offset': '0'}, 'labrador retriever': {'attr_meta': {'banned_catid': '691'}, 'attr_name': 'partially_banned', 'attr_type': 'banned', 'attr_value': 'labrador retriever', 'attr_value_id': '1', 'char_offset': '4', 'model': 'attr-v2', 'others': [{'attr_meta': {}, 'attr_name': 'breed', 'attr_type': 'specification', 'attr_value': 'labrador retriever', 'attr_value_id': '-', 'model': 'q-means/2.0.1'}], 'word_offset': '1'}}, 'banned_status': 'fully_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 9.61, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 11.69, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 22.49, 'status': 'success'}}, 'response_code': 200, 'response_time': 26.81, 'timeout': False}"
True,labrador dog golden color,1,['labrador dog:partially_banned:banned'],labrador dog:partially_banned:banned,1.0,"{'api_version': '1.0', 'attributes': {'color': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'color', 'attr_value_id': '-', 'char_offset': 20, 'model': 'probable-product', 'word_offset': 3}, 'golden': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'golden', 'attr_value_id': '-', 'char_offset': 13, 'model': 'probable-product', 'others': [{'attr_meta': {}, 'attr_name': 'color', 'attr_type': 'specification', 'attr_value': 'golden', 'attr_value_id': '-', 'model': 'q-means/2.0.1'}], 'word_offset': 2}, 'labrador dog': {'attr_meta': {'banned_catid': '691'}, 'attr_name': 'partially_banned', 'attr_type': 'banned', 'attr_value': 'labrador dog', 'attr_value_id': '1', 'char_offset': 0, 'model': 'attr-v2', 'word_offset': 0}}, 'banned_status': 'partially_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 7.57, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 12.08, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 24.93, 'status': 'success'}}, 'response_code': 200, 'response_time': 28.78, 'timeout': False}"
True,dog labrador training,1,['dog labrador:fully_banned:banned'],dog labrador:fully_banned:banned,1.0,"{'api_version': '1.0', 'attributes': {'dog labrador': {'attr_meta': {}, 'attr_name': 'fully_banned', 'attr_type': 'banned', 'attr_value': 'dog labrador', 'attr_value_id': '1', 'char_offset': '0', 'model': 'dictionary', 'word_offset': '0'}, 'training': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'training', 'attr_value_id': '-', 'char_offset': '13', 'model': 'probable-product', 'word_offset': '2'}}, 'banned_status': 'fully_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 9.91, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 11.22, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 22.67, 'status': 'success'}}, 'response_code': 200, 'response_time': 27.66, 'timeout': False}"
True,labrador dog food,2,"['food:product:specification', 'labrador dog:partially_banned:banned']",food:product:specification | labrador dog:partially_banned:banned,1.0,"{'api_version': '1.0', 'attributes': {'dog food': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'dog food', 'attr_value_id': '-', 'char_offset': 9, 'model': 'probable-product', 'word_offset': 1}, 'food': {'attr_meta': {}, 'attr_name': 'product', 'attr_type': 'specification', 'attr_value': 'food', 'attr_value_id': '-', 'char_offset': 13, 'model': 'q-means/2.0.1', 'word_offset': 2}, 'labrador dog': {'attr_meta': {'banned_catid': '691'}, 'attr_name': 'partially_banned', 'attr_type': 'banned', 'attr_value': 'labrador dog', 'attr_value_id': '1', 'char_offset': 0, 'model': 'attr-v2', 'word_offset': 0}}, 'banned_status': 'partially_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 7.43, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 10.32, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 21.57, 'status': 'success'}}, 'response_code': 200, 'response_time': 26.91, 'timeout': False}"
True,dog labrador accessories,1,['dog labrador:fully_banned:banned'],dog labrador:fully_banned:banned,1.0,"{'api_version': '1.0', 'attributes': {'accessories': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'accessories', 'attr_value_id': '-', 'char_offset': '13', 'model': 'probable-product', 'word_offset': '2'}, 'dog labrador': {'attr_meta': {}, 'attr_name': 'fully_banned', 'attr_type': 'banned', 'attr_value': 'dog labrador', 'attr_value_id': '1', 'char_offset': '0', 'model': 'dictionary', 'word_offset': '0'}}, 'banned_status': 'fully_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 11.42, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 10.45, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 34.58, 'status': 'success'}}, 'response_code': 200, 'response_time': 38.08, 'timeout': False}"
True,labrador dog collar,2,"['collar:type:specification', 'labrador dog:partially_banned:banned']",collar:type:specification | labrador dog:partially_banned:banned,1.0,"{'api_version': '1.0', 'attributes': {'collar': {'attr_meta': {}, 'attr_name': 'type', 'attr_type': 'specification', 'attr_value': 'collar', 'attr_value_id': '-', 'char_offset': 13, 'model': 'q-means/2.0.1', 'word_offset': 2}, 'dog collar': {'attr_meta': {}, 'attr_name': '-', 'attr_type': 'product', 'attr_value': 'dog collar', 'attr_value_id': '-', 'char_offset': 9, 'model': 'probable-product', 'word_offset': 1}, 'labrador dog': {'attr_meta': {'banned_catid': '691'}, 'attr_name': 'partially_banned', 'attr_type': 'banned', 'attr_value': 'labrador dog', 'attr_value_id': '1', 'char_offset': 0, 'model': 'attr-v2', 'word_offset': 0}}, 'banned_status': 'partially_banned', 'models_executed': {'attr-v2': {'enabled': True, 'response_time_ms': 6.93, 'status': 'success'}, 'probable-product': {'enabled': True, 'response_time_ms': 10.9, 'status': 'success'}, 'q-means/2.0.1': {'enabled': True, 'response_time_ms': 23.08, 'status': 'success'}}, 'response_code': 200, 'response_time': 28.62, 'timeout': False}"
