keyword,api_mcat_name,api_mcat_id,api_accuracy,trans_mcat_name,trans_mcat_id,trans_vs_api_id,trans_vs_api_name,unsloth_mcat_name,unsloth_mcat_id,unsloth_vs_api_id,unsloth_vs_api_name,trans_vs_unsloth_id,all_three_agree
helical-geared-motor,Helical Geared Motor,43308,High,Helical Geared Motor,43308,MATCH,MATCH,Helical Geared Motor,43308,MATCH,MATCH,MATCH,YES
three phase electric motor 20 hp 960 rpm,Three Phase Electric Motor,52930,High,Three Phase Electric Motor,52930,MATCH,MATCH,Three Phase Electric Motor,52930,MATCH,MATCH,MATCH,YES
three phase electric motor near agra 20 hp 960 rpm,Three Phase Electric Motor,52930,High,Three Phase Electric Motor,52930,MATCH,MATCH,Three Phase Motor,2415,DIFF,DIFF,DIFF,NO
gsm mobile starter,Mobile Starter,161896,High,Mobile Starter,161896,MATCH,MATCH,Mobile Starter,161896,MATCH,MATCH,MATCH,YES
Domestic Appliance Motors,Domestic Appliance Motors,22810,High,Appliance Motor,18794,DIFF,DIFF,Domestic Motor,18608,DIFF,DIFF,DIFF,NO
schneider soft starter,Schneider Soft Starters,220183,High,Schneider Soft Starters,220183,MATCH,MATCH,Schneider Soft Starters,220183,MATCH,MATCH,MATCH,YES
Door han,Electric Sliding Gate Motor,52905,Medium,Door Motor,52902,DIFF,DIFF,Door Motor,52902,DIFF,DIFF,MATCH,NO
linear-actuators,Linear Actuator,32181,High,Linear Actuator,32181,MATCH,MATCH,Linear Actuator,32181,MATCH,MATCH,MATCH,YES
Motor Starter,Motor Starter,33567,High,Motor Starter,33567,MATCH,MATCH,Motor Starter,33567,MATCH,MATCH,MATCH,YES
Three Phase Electric Motor,Three Phase Electric Motor,52930,High,Three Phase Electric Motor,52930,MATCH,MATCH,Three Phase Electric Motor,52930,MATCH,MATCH,MATCH,YES
l t mpower pro mobile motor starter,Mobile Starter,161896,Medium,Mobile Starter,161896,MATCH,MATCH,Mobile Starter,161896,MATCH,MATCH,MATCH,YES
Kenstar Air Cooler Motor With Pump,Kenstar Cooler Motor,658622,High,Cooler Motor,52897,DIFF,DIFF,Kenstar Cooler Motor,658622,MATCH,MATCH,DIFF,NO
Three Phase Motor,Three Phase Motor,2415,High,Three Phase Motor,2415,MATCH,MATCH,Three Phase Motor,2415,MATCH,MATCH,MATCH,YES
Pneumatic Actuators,Pneumatic Actuators,5084,High,Pneumatic Actuators,5084,MATCH,MATCH,Pneumatic Actuators,5084,MATCH,MATCH,MATCH,YES
Crane Duty Geared Motor With Brake,Geared Brake Motors,44652,High,Geared Brake Motors,44652,MATCH,MATCH,Geared Brake Motors,44652,MATCH,MATCH,MATCH,YES
1000 n (100 kg) 1 100 mm 24 v telescopic linear actuators,Linear Actuator,32181,High,Telescopic Actuators,23776,DIFF,DIFF,Linear Actuator,32181,MATCH,MATCH,DIFF,NO
Pneumatic Rotary Actuators,Pneumatic Rotary Actuators,183587,High,Pneumatic Rotary Actuators,183587,MATCH,MATCH,Pneumatic Rotary Actuators,183587,MATCH,MATCH,MATCH,YES
Petrosa Starter medium,Starters,7853,Medium,Single Phase Motor Starter,226793,DIFF,DIFF,Starters,7853,MATCH,MATCH,DIFF,NO
Pneumatic Rotary Actuator,Pneumatic Rotary Actuators,183587,High,Pneumatic Rotary Actuators,183587,MATCH,MATCH,Pneumatic Rotary Actuators,183587,MATCH,MATCH,MATCH,YES
Shade Pole Rexnord c Frame Motor Rec-6110-A2,Shaded Pole Motors,36931,High,Rexnord Motor,206096,DIFF,DIFF,Rexnord AC Motor,205985,DIFF,DIFF,DIFF,NO
dc motor bush,DC Brush Motor,25364,Medium,DC Motor,445,DIFF,DIFF,Motor Brushes,52918,DIFF,DIFF,DIFF,NO
crompton motors 20 hp 3 phase 960 rpm,Crompton Greaves Motor,126348,High,Crompton Greaves Motor,126348,MATCH,MATCH,Crompton Greaves Motor,126348,MATCH,MATCH,MATCH,YES
geared motors,Gear Motor,29373,High,Gear Motor,29373,MATCH,MATCH,Gear Motor,29373,MATCH,MATCH,MATCH,YES
ball screw or belt driven actuator,Ball Screw Actuators,22519,High,Linear Actuator,32181,DIFF,DIFF,Linear Actuator,32181,DIFF,DIFF,MATCH,NO
Die Cast Rotors,Die Cast Rotors,120951,High,Die Cast Rotors,120951,MATCH,MATCH,Die Cast Rotors,120951,MATCH,MATCH,MATCH,YES
Crompton Greaves Motor,Crompton Greaves Motor,126348,High,Crompton Greaves Motor,126348,MATCH,MATCH,Crompton Greaves Motor,126348,MATCH,MATCH,MATCH,YES
automation switches,Motor Automatic Switch,140407,High,Motor Automatic Switch,140407,MATCH,MATCH,Motor Automatic Switch,140407,MATCH,MATCH,MATCH,YES
क्लीनर प्रोडक्ट के लिए केमिकल कहां मिलता है,E-Learning Solution,45998,Medium,Industrial Chemicals,15064,DIFF,DIFF,Industrial Chemicals,52915,DIFF,DIFF,DIFF,NO
Aluminium Bell Housing,Bell Housing,136623,High,Bell Housing,136623,MATCH,MATCH,Bell Housing,136623,MATCH,MATCH,MATCH,YES
crompton motors 20 hp 3 phase near khair 960 rpm,Crompton Greaves Motor,126348,High,Crompton Greaves Motor,126348,MATCH,MATCH,Crompton Greaves Motor,126348,MATCH,MATCH,MATCH,YES
SIEMENS 1FL6064-1AC61-2LA1 SIMOTICS S-1FL6-1FL6 Operating voltage 3AC 400 V,Siemens Servo Motors,184102,High,Siemens Servo Motors,184102,MATCH,MATCH,Siemens Servo Motors,184102,MATCH,MATCH,MATCH,YES
Danfoss/Eaton Char-Lynn 2000 series,Hydraulic Motor,10834,Medium,Hydraulic Motor,10834,MATCH,MATCH,Hydraulic Motor,10834,MATCH,MATCH,MATCH,YES
crompton greaves motors 20 hp 3 phase,Crompton Greaves Motor,126348,High,Crompton Greaves Motor,126348,MATCH,MATCH,Crompton Greaves Motor,126348,MATCH,MATCH,MATCH,YES
Landt Motor Starter Mk1 Direct On Line (dol) (mk1 Dol 9-14 A.),DOL Starter,26266,High,Motor Starter,33567,DIFF,DIFF,DOL Starter,26266,MATCH,MATCH,DIFF,NO
fdhhdfh,FHP Motor,446,Medium,Cooler Motor,52897,DIFF,DIFF,Cooler Motor,52897,DIFF,DIFF,MATCH,NO
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR  1FK2106-4AF01-1SA0 2.7 kW,Siemens Servo Motors,184102,High,Siemens Servo Motors,184102,MATCH,MATCH,Siemens Servo Motors,184102,MATCH,MATCH,MATCH,YES
Vibration Motor,Vibration Motor,2743,High,Vibration Motor,2743,MATCH,MATCH,Vibration Motor,2743,MATCH,MATCH,MATCH,YES
Remi Geared Motor,Remi Geared Motor,193182,High,Gear Motor,29373,DIFF,DIFF,Gear Motor,29373,DIFF,DIFF,MATCH,NO
Tata Signa Bs4 Blower Motor,Blower Motors,23098,High,Blower Motors,23098,MATCH,MATCH,Blower Motors,23098,MATCH,MATCH,MATCH,YES
Allen Bradley SMC-3 43A Smart Motor starer,Allen Bradley Soft Starters,220186,High,Allen Bradley Soft Starters,220186,MATCH,MATCH,Allen Bradley Soft Starters,220186,MATCH,MATCH,MATCH,YES
skill-3220-armature-powerbilt(9683),Power Tool Armature,653304,High,Armature,25,DIFF,DIFF,Armature,25,DIFF,DIFF,MATCH,NO
50W Wall Fan Motor,Fan Motor,28231,High,Wall Fan Motor,48509,DIFF,DIFF,Fan Motor,28231,MATCH,MATCH,DIFF,NO
m9mz90g4yga panasonic gear motor /90watt/ three phase,Panasonic Geared Motor,193206,High,Three Phase Gear Motor,150167,DIFF,DIFF,Three Phase Gear Motor,150167,DIFF,DIFF,MATCH,NO
ll braider soft starer,Siemens Soft Starters,220184,Medium,Soft Starters,12256,DIFF,DIFF,Soft Starters,12256,DIFF,DIFF,MATCH,NO
kollmorgen servo motors akm63k-anc2r-00,KOLLMORGEN Servo Motors,271284,High,Kollmorgen Servo Motors,205161,DIFF,MATCH,Kollmorgen Servo Motors,194006,DIFF,MATCH,DIFF,NO
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK01-1MB0 0.12 kW,Siemens Servo Motors,184102,High,Siemens Servo Motors,184102,MATCH,MATCH,Siemens Servo Motors,184102,MATCH,MATCH,MATCH,YES
Crane Current Collector Carbon Brush,Crane Current Collector,443328,High,Industrial Carbon Brushes,145615,DIFF,DIFF,Industrial Carbon Brushes,145615,DIFF,DIFF,MATCH,NO
Pneumatic Actuatos,Pneumatic Actuators,5084,High,Pneumatic Actuators,5084,MATCH,MATCH,Pneumatic Actuators,5084,MATCH,MATCH,MATCH,YES
1440 rpm three phase 9841043643 3 hp crompton greaves motor,Crompton Greaves Motor,126348,High,Crompton Greaves Motor,126348,MATCH,MATCH,Crompton Greaves Motor,126348,MATCH,MATCH,MATCH,YES
horse power,FHP Motor,446,High,Horse Power,10543,DIFF,DIFF,Motor,1274,DIFF,DIFF,DIFF,NO
Terminal plate,Motor Terminal Plate,137749,High,Motor Terminal Plate,137749,MATCH,MATCH,Motor Terminal Plate,137749,MATCH,MATCH,MATCH,YES
dc brake motors in mumbai,Brake Motors,21078,High,Brake Motors,21078,MATCH,MATCH,Brake Motors,21078,MATCH,MATCH,MATCH,YES
hindustan ac motor,Hindustan AC Motor,203386,High,Hindustan AC Motor,203386,MATCH,MATCH,Hindustan AC Motor,203386,MATCH,MATCH,MATCH,YES
24 inch three phase 4 exhaust fan fibre,Exhaust Fan Motor,28080,High,Exhaust Fan Motor,28080,MATCH,MATCH,Exhaust Fan Motor,28080,MATCH,MATCH,MATCH,YES
panasonic-ac-servo-motor,Panasonic AC Servo Motor,187161,High,Panasonic AC Servo Motor,187161,MATCH,MATCH,Panasonic AC Servo Motor,187161,MATCH,MATCH,MATCH,YES
three phase 1 piece 5 hp 2800 rpm 3.7 KW 5HP Crompton Greaves Motor 1500 rpm,Crompton Greaves Motor,126348,High,Crompton Greaves Motor,126348,MATCH,MATCH,Crompton Greaves Motor,126348,MATCH,MATCH,MATCH,YES
3 Phase Motor Starter,3 Phase Motor Starter,226794,High,3 Phase Motor Starter,226794,MATCH,MATCH,3 Phase Motor Starter,226794,MATCH,MATCH,MATCH,YES
0.5 hp motor,Electric Motor,1274,High,Three Phase Induction Motor,131725,DIFF,DIFF,Three Phase Induction Motor,131725,DIFF,DIFF,MATCH,NO
ac-fan-motor,AC Fan Motor,146600,High,AC Fan Motor,146600,MATCH,MATCH,AC Fan Motor,146600,MATCH,MATCH,MATCH,YES
L&T Mpower Pro Mobile Motor Starter,Mobile Starter,161896,High,Mobile Starter,161896,MATCH,MATCH,Mobile Starter,161896,MATCH,MATCH,MATCH,YES
linear actuator purlin,Linear Actuator,32181,High,Linear Actuator,32181,MATCH,MATCH,Linear Actuator,32181,MATCH,MATCH,MATCH,YES
1 piece Allen Bradley Soft Starters,Allen Bradley Soft Starters,220186,High,Allen Bradley Soft Starters,220186,MATCH,MATCH,Allen Bradley Soft Starters,220186,MATCH,MATCH,MATCH,YES
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2210-3AB01-1SB0 4.5 kW,Siemens Servo Motors,184102,High,Siemens Servo Motors,184102,MATCH,MATCH,Siemens Servo Motors,184102,MATCH,MATCH,MATCH,YES
dg geared motor,Gear Motor,29373,High,Gear Motor,29373,MATCH,MATCH,Gear Motor,29373,MATCH,MATCH,MATCH,YES
Alternator Stator Core,Alternator Stator Core,155572,High,Stators,7863,DIFF,DIFF,Stators,7863,DIFF,DIFF,MATCH,NO
servo motors repairs,Servo Motor Repair,168060,High,Servo Motor Repair,168060,MATCH,MATCH,Servo Motor Repair,168060,MATCH,MATCH,MATCH,YES
Motor Carbon Brushes,Carbon Brush,903,High,Carbon Brush,903,MATCH,MATCH,Carbon Brush,903,MATCH,MATCH,MATCH,YES
Pmdc Stirrer Motor,Stirrer Motor,142027,High,PMDC Geared Motor,183437,DIFF,DIFF,PMDC Geared Motor,183437,DIFF,DIFF,MATCH,NO
dol-starter,DOL Starter,26266,High,DOL Starter,26266,MATCH,MATCH,DOL Starter,26266,MATCH,MATCH,MATCH,YES
Fan Motor,Fan Motor,28231,High,Fan Motor,28231,MATCH,MATCH,Fan Motor,28231,MATCH,MATCH,MATCH,YES
Three Phase Motors Crompton Greaves,Crompton Greaves Motor,126348,High,Crompton Greaves Motor,126348,MATCH,MATCH,Crompton Greaves Motor,126348,MATCH,MATCH,MATCH,YES
TR 7 25x50 Holder,Carbon Brush Holder,55772,Medium,Motor Parts,150022,DIFF,DIFF,Motor Parts,150022,DIFF,DIFF,MATCH,NO
End Shield Cover,Motor Cover,117875,High,Motor End Caps,43493,DIFF,DIFF,Motor End Caps,43493,DIFF,DIFF,MATCH,NO
three phase 3.7 kw crompton greaves induction motor,Crompton Greaves Motor,126348,Medium,Crompton Greaves Motor,126348,MATCH,MATCH,Crompton Greaves Motor,126348,MATCH,MATCH,MATCH,YES
1 for business use piece 22 kw Allen Bradley 150-C43NBD SMC-3 Soft Starter 43A 480V 3-Phase 100-240V AC Control,Allen Bradley Soft Starters,220186,High,Allen Bradley Soft Starters,220186,MATCH,MATCH,Allen Bradley Soft Starters,220186,MATCH,MATCH,MATCH,YES
3.7 kw crompton greaves induction motor,Crompton Induction Motors,203369,High,Crompton Greaves Motor,126348,DIFF,DIFF,Crompton Greaves Motor,126348,DIFF,DIFF,MATCH,NO
Direct On Line Starter DOL Motor Starter (DMC),DOL Starter,26266,High,DOL Starter,26266,MATCH,MATCH,DOL Starter,26266,MATCH,MATCH,MATCH,YES
crompton greaves induction motor,Crompton Induction Motors,203369,High,Crompton Greaves Motor,126348,DIFF,DIFF,Crompton Greaves Motor,126348,DIFF,DIFF,MATCH,NO
three phase-motors,Three Phase Motor,2415,High,Three Phase Motor,2415,MATCH,MATCH,Three Phase Motor,2415,MATCH,MATCH,MATCH,YES
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-0MB0,Siemens Servo Motors,184102,High,Siemens Servo Motors,184102,MATCH,MATCH,Siemens Servo Motors,184102,MATCH,MATCH,MATCH,YES
Stators,Stators,7863,High,Stators,7863,MATCH,MATCH,Stators,7863,MATCH,MATCH,MATCH,YES
1 fan motor,Fan Motor,28231,High,Fan Motor,28231,MATCH,MATCH,Fan Motor,28231,MATCH,MATCH,MATCH,YES
Makita MT-958 Armature By PowerSpeed,Armature,25,High,Armature,25,MATCH,MATCH,Armature,25,MATCH,MATCH,MATCH,YES
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF01-1MA0  2.7 kW,Siemens Servo Motors,184102,High,Siemens Servo Motors,184102,MATCH,MATCH,Siemens Servo Motors,184102,MATCH,MATCH,MATCH,YES
KOLLMORGEN Servo Motors,KOLLMORGEN Servo Motors,271284,High,KOLLMORGEN Servo Motors,271284,MATCH,MATCH,KOLLMORGEN Servo Motors,271284,MATCH,MATCH,MATCH,YES
10 HP Transtech Gear Electric Motor,Electric Gear Motor,52906,High,Three Phase Electric Motor,52930,DIFF,DIFF,Gear Motor,29373,DIFF,DIFF,DIFF,NO
Hollow Shaft Type Incremental Rotary Encoder,Hollow Shaft Encoders,30451,High,Hollow Shaft Encoders,30451,MATCH,MATCH,Hollow Shaft Encoders,30451,MATCH,MATCH,MATCH,YES
Ti Motion Linear Actuator,Linear Actuator,32181,High,Linear Actuator,32181,MATCH,MATCH,Linear Actuator,32181,MATCH,MATCH,MATCH,YES
Rhino+12V+DC+30RPM+70Kgcm+IG32+Heavy+Duty+Planetary+Geared+Motor,Planetary Gear Motor,153816,High,Heavy Duty Motor,55774,DIFF,DIFF,Heavy Duty Motor,55774,DIFF,DIFF,MATCH,NO
1FK2104-6AF10-0MB0,Siemens Servo Motors,184102,High,Siemens Servo Motors,184102,MATCH,MATCH,Siemens Servo Motors,184102,MATCH,MATCH,MATCH,YES
dual shaft 1330 RPM BLOWER FAN MOTOR,Blower Motors,23098,Medium,Blower Motors,23098,MATCH,MATCH,Blower Motors,23098,MATCH,MATCH,MATCH,YES
Worm Geared Motor,Worm Geared Motor,41500,High,Worm Geared Motor,41500,MATCH,MATCH,Worm Geared Motor,41500,MATCH,MATCH,MATCH,YES
3 Phase Electric Motor,Three Phase Electric Motor,52930,High,Three Phase Electric Motor,52930,MATCH,MATCH,Three Phase Electric Motor,52930,MATCH,MATCH,MATCH,YES
linear 1 festo actuators,Festo Actuators,203380,High,Linear Actuator,32181,DIFF,DIFF,Linear Actuator,32181,DIFF,DIFF,MATCH,NO
FL57BLS01-24V-10000A- Regular BLDC Motor,Brushless DC Motor,15240,High,Brushless DC Motor,15240,MATCH,MATCH,Brushless DC Motor,15240,MATCH,MATCH,MATCH,YES
starter,Starters,7853,High,Starters,7853,MATCH,MATCH,Starters,7853,MATCH,MATCH,MATCH,YES
motor starter controller,Motor Starter,33567,High,Motor Starter,33567,MATCH,MATCH,Motor Starter,33567,MATCH,MATCH,MATCH,YES
EG224 Grade DC Motor Carbon Brush,DC Motor Carbon Brushes,133005,High,DC Motor Carbon Brushes,133005,MATCH,MATCH,DC Motor Carbon Brushes,133005,MATCH,MATCH,MATCH,YES
mini motors,Electric Motor,1274,High,Mini Motor,182584,DIFF,DIFF,DC Motor,445,DIFF,DIFF,DIFF,NO
Air Vane Motor,Air Vane Motor,84523,High,Air Vane Motor,84523,MATCH,MATCH,Air Motors,21680,DIFF,DIFF,DIFF,NO
1 HP Impel VGGH25 Electric Motor,Electric Motor,1274,High,Three Phase Electric Motor,52930,DIFF,DIFF,Three Phase Electric Motor,52930,DIFF,DIFF,MATCH,NO
dc fan motor 15 20 watt,Fan Motor,28231,High,Fan Motor,28231,MATCH,MATCH,Fan Motor,28231,MATCH,MATCH,MATCH,YES
fan motor 25 30 watt,Fan Motor,28231,High,Fan Motor,28231,MATCH,MATCH,Fan Motor,28231,MATCH,MATCH,MATCH,YES
3-phase-motor-starter,3 Phase Motor Starter,226794,High,3 Phase Motor Starter,226794,MATCH,MATCH,3 Phase Motor Starter,226794,MATCH,MATCH,MATCH,YES
Electric Motors and Components,Motor Parts,150022,High,Electric Motor,1274,DIFF,DIFF,Electric Motor,1274,DIFF,DIFF,MATCH,NO
three phase l&t mpower pro mobile motor starter,3 Phase Motor Starter,226794,High,Mobile Starter,161896,DIFF,DIFF,Mobile Starter,161896,DIFF,DIFF,MATCH,NO
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-0SB0 1 kW,Siemens Servo Motors,184102,High,Siemens Servo Motors,184102,MATCH,MATCH,Siemens Servo Motors,184102,MATCH,MATCH,MATCH,YES
Motor Terminal Plate,Motor Terminal Plate,137749,High,Motor Terminal Plate,137749,MATCH,MATCH,Motor Terminal Plate,137749,MATCH,MATCH,MATCH,YES
1 hp bench polisher motor,Polisher Motor,106938,High,Polisher Motor,106938,MATCH,MATCH,Polisher Motor,106938,MATCH,MATCH,MATCH,YES
Air Conditioner Motor,Air Conditioner Motor,186009,High,Air Conditioner Motor,186009,MATCH,MATCH,Air Conditioner Motor,186009,MATCH,MATCH,MATCH,YES
partition frames for motor,Traction Motor Frame,117965,High,Motor Parts,150022,DIFF,DIFF,Motor Frame,35297,DIFF,DIFF,DIFF,NO
FL28STH51-0674AF-Hybrid Stepper Motor,Hybrid Stepper Motor,15599,High,Hybrid Stepper Motor,15599,MATCH,MATCH,Hybrid Stepper Motor,15599,MATCH,MATCH,MATCH,YES
Electrical carbon Brushes,Electro Graphite Carbon Brush,133002,High,DC Motor Carbon Brushes,133005,DIFF,DIFF,Industrial Carbon Brushes,145615,DIFF,DIFF,DIFF,NO
Vibratory Motor Foot Mounted,Vibration Motor,2743,High,Vibration Motor,2743,MATCH,MATCH,Vibration Motor,2743,MATCH,MATCH,MATCH,YES
Omp Series Orbital Motors,Orbit Hydraulic Motor,205464,High,Orbital Motor,52919,DIFF,DIFF,Orbital Motor,52919,DIFF,DIFF,MATCH,NO
Hydraulic Motor bmr,Orbit Hydraulic Motor,205464,High,Hydraulic Motor,10834,DIFF,DIFF,Hydraulic Motor,10834,DIFF,DIFF,MATCH,NO
25 Amp Motor Starter Fresh Material,Motor Starter,33567,High,Motor Starter,33567,MATCH,MATCH,Motor Starter,33567,MATCH,MATCH,MATCH,YES
M S Hydraulic Motor,Hydraulic Motor,10834,High,Motorized Hydraulic Pump Actuator,167393,DIFF,DIFF,Hydraulic Motor,10834,MATCH,MATCH,DIFF,NO
Jyoti Motor Starter And Starter Oil Set,Oil Starter,142116,High,Single Phase Motor Starter,226793,DIFF,DIFF,Single Phase Motor Starter,226793,DIFF,DIFF,MATCH,NO
FL57BL01-24V-1500AD Brushless Motor,Brushless Motors,23616,High,Brushless Motors,23616,MATCH,MATCH,Brushless Motors,23616,MATCH,MATCH,MATCH,YES
MIG PMDC MOTOR 24V/42V,PMDC Motor,52920,High,PMDC Motor,52920,MATCH,MATCH,PMDC Motor,52920,MATCH,MATCH,MATCH,YES
500 rpm mig pmdc motor 24v/42v,PMDC Motor,52920,High,PMDC Motor,52920,MATCH,MATCH,PMDC Motor,52920,MATCH,MATCH,MATCH,YES
2 hp three phase motor,Three Phase Motor,2415,High,Three Phase Motor,2415,MATCH,MATCH,Three Phase Motor,2415,MATCH,MATCH,MATCH,YES
Havells Electric Motor,Havells Electric Motor,189725,High,Havells Electric Motor,189725,MATCH,MATCH,Havells Electric Motor,189725,MATCH,MATCH,MATCH,YES
2 200 w chimney motor,Chimney Motor,446121,High,Chimney Motors,186074,DIFF,DIFF,Chimney Motors,443256,DIFF,DIFF,DIFF,NO
Synchronous Motor,Synchronous Motor,18917,High,AC Synchronous Motor,45525,DIFF,DIFF,Single Phase AC Synchronous Motor,19219,DIFF,DIFF,DIFF,NO
FL57BLB60 Regular BLDC Motor,Brushless DC Motor,15240,High,Brushless DC Motor,15240,MATCH,MATCH,Brushless DC Motor,15240,MATCH,MATCH,MATCH,YES
Cooler Motor 7 Sutt,Cooler Motor,52897,High,Cooler Motor,52897,MATCH,MATCH,Cooler Motor,52897,MATCH,MATCH,MATCH,YES
Vintage Industrial Motor,Industrial Motors,52915,High,Three Phase Electric Motor,52930,DIFF,DIFF,Three Phase Electric Motor,52930,DIFF,DIFF,MATCH,NO
fan-motors,Fan Motor,28231,High,Fan Motor,28231,MATCH,MATCH,Fan Motor,28231,MATCH,MATCH,MATCH,YES
mig pmdc motor 24v 42v,PMDC Motor,52920,High,PMDC Motor,52920,MATCH,MATCH,PMDC Motor,52920,MATCH,MATCH,MATCH,YES
Single Phase AC Synchronous Motor,Single Phase AC Synchronous Motor,19219,High,Single Phase AC Synchronous Motor,19219,MATCH,MATCH,Single Phase AC Synchronous Motor,19219,MATCH,MATCH,MATCH,YES
9607 HB / 9609 HB Makita Armature By PowerSpeed,Armature,25,High,Armature,25,MATCH,MATCH,Armature,25,MATCH,MATCH,MATCH,YES
parallel shaft helical geard motor,Helical Geared Motor,43308,High,Helical Geared Motor,43308,MATCH,MATCH,Helical Geared Motor,43308,MATCH,MATCH,MATCH,YES
1 phase electric motor,Single Phase Electric Motor,52927,High,Single Phase Electric Motor,52927,MATCH,MATCH,Single Phase Electric Motor,52927,MATCH,MATCH,MATCH,YES
Gsm Mobile Starter Pcb,Mobile Starter,161896,High,Mobile Starter,161896,MATCH,MATCH,Mobile Starter,161896,MATCH,MATCH,MATCH,YES
shaded pole motors with fan,Shaded Pole Motors,36931,High,Shaded Pole Motors,36931,MATCH,MATCH,Shaded Pole Motors,36931,MATCH,MATCH,MATCH,YES
Cooler Motor 1 Inch Kit (aluminium),Cooler Motor,52897,High,Cooler Motor,52897,MATCH,MATCH,Cooler Motor,52897,MATCH,MATCH,MATCH,YES
Autonic Shaft Encoder,Shaft Encoder,44166,High,Shaft Encoder,44166,MATCH,MATCH,Shaft Encoder,44166,MATCH,MATCH,MATCH,YES
door-motor,Door Motor,52902,High,Automatic Door Motor,52891,DIFF,DIFF,Automatic Door Motor,52891,DIFF,DIFF,MATCH,NO
200W AC Servo Brake Motor & Drive LSELM1S-0200DH60E-SS,AC Servo Motor,14970,High,AC Servo Motor,14970,MATCH,MATCH,Servo Motor,448,DIFF,DIFF,DIFF,NO
65X50X25MM CARBON BRUSH,Carbon Brush,903,High,Carbon Brush,903,MATCH,MATCH,Carbon Brush,903,MATCH,MATCH,MATCH,YES
shaded+pole+motors,Shaded Pole Motors,36931,High,Shaded Pole Motors,36931,MATCH,MATCH,Shaded Pole Motors,36931,MATCH,MATCH,MATCH,YES
Shaded Pole Motors,Shaded Pole Motors,36931,High,Shaded Pole Motors,36931,MATCH,MATCH,Shaded Pole Motors,36931,MATCH,MATCH,MATCH,YES
105 Wat Single Phase Cooler Motor,Cooler Motor,52897,High,Cooler Motor,52897,MATCH,MATCH,Cooler Motor,52897,MATCH,MATCH,MATCH,YES
FL60STH65-2008AF Hybrid Stepper Motor,Hybrid Stepper Motor,15599,High,Hybrid Stepper Motor,15599,MATCH,MATCH,Hybrid Stepper Motor,15599,MATCH,MATCH,MATCH,YES
FL42BLSL01- Regular BLDC Motor,Brushless DC Motor,15240,High,Brushless DC Motor,15240,MATCH,MATCH,Brushless DC Motor,15240,MATCH,MATCH,MATCH,YES
single phase cooler motor,Cooler Motor,52897,High,Cooler Motor,52897,MATCH,MATCH,Cooler Motor,52897,MATCH,MATCH,MATCH,YES
4000w bldc motor / 4kw bldc motor for electric car / electric motor for gokart,Brushless DC Motor,15240,High,Brushless DC Motor,15240,MATCH,MATCH,Brushless DC Motor,15240,MATCH,MATCH,MATCH,YES
Mitsubishi Servo Motors,Mitsubishi Servo Motors,184101,High,Mitsubishi Servo Motors,184101,MATCH,MATCH,Mitsubishi Servo Motors,184101,MATCH,MATCH,MATCH,YES
FL42STH60-0854AF- Hybrid Stepper Motor,Hybrid Stepper Motor,15599,High,Hybrid Stepper Motor,15599,MATCH,MATCH,Hybrid Stepper Motor,15599,MATCH,MATCH,MATCH,YES
Single Phase Motor Starter,Single Phase Motor Starter,226793,High,Single Phase Motor Starter,226793,MATCH,MATCH,Single Phase Motor Starter,226793,MATCH,MATCH,MATCH,YES
170M7167-6500A,Bussmann Semiconductor Fuses,214428,High,Siemens Servo Motors,184102,DIFF,DIFF,Allen Bradley Soft Starters,220186,DIFF,DIFF,DIFF,NO
Chimney Motor,Chimney Motor,446121,High,Chimney Actuators,189949,DIFF,DIFF,Chimney Motors,131722,DIFF,DIFF,DIFF,NO
sewing-machine-motor-armature,Sewing Machine Motor Armature,312874,High,Motor Armature,167444,DIFF,DIFF,Motor Armature,167444,DIFF,DIFF,MATCH,NO
amdo cooler motor,Cooler Motor,52897,High,Cooler Motor,52897,MATCH,MATCH,Cooler Motor,52897,MATCH,MATCH,MATCH,YES
hindustan,Hindustan AC Motor,203386,High,Hindustan AC Motor,203386,MATCH,MATCH,Hindustan AC Motor,203386,MATCH,MATCH,MATCH,YES
crompton greaves vfdc,Crompton Greaves Motor,126348,High,Crompton Greaves Motor,126348,MATCH,MATCH,Crompton Greaves Motor,126348,MATCH,MATCH,MATCH,YES
Carbon Brush Holder,Carbon Brush Holder,55772,High,Carbon Brush Holder,55772,MATCH,MATCH,Carbon Brush Holder,55772,MATCH,MATCH,MATCH,YES
370W Electric Sliding Gate Motor,Electric Sliding Gate Motor,52905,High,Electric Sliding Gate Motor,52905,MATCH,MATCH,Electric Sliding Gate Motor,52905,MATCH,MATCH,MATCH,YES
foot cum flange mounted electric motor,Foot Mounted Motor,177266,High,Flange Motors,6408,DIFF,DIFF,Flange Motors,6408,DIFF,DIFF,MATCH,NO
FL42BLSL02- Regular BLDC Motor,Brushless DC Motor,15240,High,Brushless DC Motor,15240,MATCH,MATCH,Brushless DC Motor,15240,MATCH,MATCH,MATCH,YES
