success,query,attr_count,isq_list,isq_pipe,raw_output,request_number,error
True,"double die extruder - unique make, 10 kg, ms, single phase",6,"['double die:design:specification', 'extruder:product:specification', 'unique:brand:specification', '10 kg:capacity:specification', 'ms:body material:specification', 'single phase:phase:specification']",double die:design:specification | extruder:product:specification | unique:brand:specification | 10 kg:capacity:specification | ms:body material:specification | single phase:phase:specification,"[""double die:design:specification"", ""extruder:product:specification"", ""unique:brand:specification"", ""10 kg:capacity:specification"", ""ms:body material:specification"", ""single phase:phase:specification""]",537,
True,used twin screw extruder,3,"['used:condition:specification', 'twin screw:design:specification', 'extruder:product:specification']",used:condition:specification | twin screw:design:specification | extruder:product:specification,"[""used:condition:specification"", ""twin screw:design:specification"", ""extruder:product:specification""]",538,
True,titanium body bitumen extractor 200 liter,4,"['titanium:body material:specification', 'bitumen:material to be extruded:specification', 'extractor:machine type:specification', '200 liter:capacity:specification']",titanium:body material:specification | bitumen:material to be extruded:specification | extractor:machine type:specification | 200 liter:capacity:specification,"[""titanium:body material:specification"", ""bitumen:material to be extruded:specification"", ""extractor:machine type:specification"", ""200 liter:capacity:specification""]",539,
True,"automatic stainless steel plastic recycling extruder, capacity: 500 liter, voltage: 220 v, phase: 1 phase",6,"['automatic:automation grade:specification', 'stainless steel:body material:specification', 'plastic recycling extruder:product:specification', '500 liter:capacity:specification', '220 v:voltage:specification', '1 phase:phase:specification']",automatic:automation grade:specification | stainless steel:body material:specification | plastic recycling extruder:product:specification | 500 liter:capacity:specification | 220 v:voltage:specification | 1 phase:phase:specification,"[""automatic:automation grade:specification"", ""stainless steel:body material:specification"", ""plastic recycling extruder:product:specification"", ""500 liter:capacity:specification"", ""220 v:voltage:specification"", ""1 phase:phase:specification""]",540,
True,fully automatic lab extruder,3,"['fully automatic:automation grade:specification', 'lab:usage/application:specification', 'extruder:machine type:specification']",fully automatic:automation grade:specification | lab:usage/application:specification | extruder:machine type:specification,"[""fully automatic:automation grade:specification"", ""lab:usage/application:specification"", ""extruder:machine type:specification""]",541,
True,polymer extruder 380 v single phase,4,"['polymer:material to be extruded:specification', 'extruder:machine type:specification', '380 v:voltage:specification', 'single phase:phase:specification']",polymer:material to be extruded:specification | extruder:machine type:specification | 380 v:voltage:specification | single phase:phase:specification,"[""polymer:material to be extruded:specification"", ""extruder:machine type:specification"", ""380 v:voltage:specification"", ""single phase:phase:specification""]",542,
True,500 ton wpc extruder ss 316 body,4,"['500 ton:capacity:specification', 'wpc:product type:specification', 'extruder:machine type:specification', 'ss 316:body material:specification']",500 ton:capacity:specification | wpc:product type:specification | extruder:machine type:specification | ss 316:body material:specification,"[""500 ton:capacity:specification"", ""wpc:product type:specification"", ""extruder:machine type:specification"", ""ss 316:body material:specification""]",543,
True,wire extruder for chemical industries 500 ton,3,"['wire extruder:product:specification', 'chemical industries:usage/application:specification', '500 ton:capacity:specification']",wire extruder:product:specification | chemical industries:usage/application:specification | 500 ton:capacity:specification,"[""wire extruder:product:specification"", ""chemical industries:usage/application:specification"", ""500 ton:capacity:specification""]",544,
True,automatic ss aluminium extrusion plant,4,"['automatic:automation grade:specification', 'ss:body material:specification', 'aluminium:material to be extruded:specification', 'extrusion plant:product:specification']",automatic:automation grade:specification | ss:body material:specification | aluminium:material to be extruded:specification | extrusion plant:product:specification,"[""automatic:automation grade:specification"", ""ss:body material:specification"", ""aluminium:material to be extruded:specification"", ""extrusion plant:product:specification""]",545,
True,ss 316 rice bran extraction plant 200 kg/hr capacity,4,"['ss 316:body material:specification', 'rice bran:material to be extruded:specification', 'extraction plant:machine type:specification', '200 kg/hr:capacity:specification']",ss 316:body material:specification | rice bran:material to be extruded:specification | extraction plant:machine type:specification | 200 kg/hr:capacity:specification,"[""ss 316:body material:specification"", ""rice bran:material to be extruded:specification"", ""extraction plant:machine type:specification"", ""200 kg/hr:capacity:specification""]",546,
True,cast iron zinc recovery unit,3,"['cast iron:body material:specification', 'zinc:material to be processed:specification', 'recovery unit:product:specification']",cast iron:body material:specification | zinc:material to be processed:specification | recovery unit:product:specification,"[""cast iron:body material:specification"", ""zinc:material to be processed:specification"", ""recovery unit:product:specification""]",547,
True,"fully automatic oil extraction plant for chemical industries, capacity: 20 tpd, power: 20 kw",5,"['fully automatic:automation grade:specification', 'oil extraction plant:product:specification', 'chemical industries:usage/application:specification', '20 tpd:capacity:specification', '20 kw:power:specification']",fully automatic:automation grade:specification | oil extraction plant:product:specification | chemical industries:usage/application:specification | 20 tpd:capacity:specification | 20 kw:power:specification,"[""fully automatic:automation grade:specification"", ""oil extraction plant:product:specification"", ""chemical industries:usage/application:specification"", ""20 tpd:capacity:specification"", ""20 kw:power:specification""]",548,
True,metal recovery plant with 10 hp power 380 v,3,"['metal recovery plant:product:specification', '10 hp:power:specification', '380 v:voltage:specification']",metal recovery plant:product:specification | 10 hp:power:specification | 380 v:voltage:specification,"[""metal recovery plant:product:specification"", ""10 hp:power:specification"", ""380 v:voltage:specification""]",549,
True,"automatic lab extruder for industrial, capacity: 20 tpd, power: 5 hp",5,"['automatic:automation grade:specification', 'lab extruder:product:specification', 'industrial:usage/application:specification', '20 tpd:capacity:specification', '5 hp:power:specification']",automatic:automation grade:specification | lab extruder:product:specification | industrial:usage/application:specification | 20 tpd:capacity:specification | 5 hp:power:specification,"[""automatic:automation grade:specification"", ""lab extruder:product:specification"", ""industrial:usage/application:specification"", ""20 tpd:capacity:specification"", ""5 hp:power:specification""]",550,
True,curcumin extraction plant,2,"['curcumin:material to be extruded:specification', 'extraction plant:machine type:specification']",curcumin:material to be extruded:specification | extraction plant:machine type:specification,"[""curcumin:material to be extruded:specification"", ""extraction plant:machine type:specification""]",551,
True,cable extruder,2,"['cable:product type:specification', 'extruder:machine type:specification']",cable:product type:specification | extruder:machine type:specification,"[""cable:product type:specification"", ""extruder:machine type:specification""]",552,
True,mild steel centrifuge extractor 200 liter capacity,3,"['mild steel:body material:specification', 'centrifuge extractor:product:specification', '200 liter:capacity:specification']",mild steel:body material:specification | centrifuge extractor:product:specification | 200 liter:capacity:specification,"[""mild steel:body material:specification"", ""centrifuge extractor:product:specification"", ""200 liter:capacity:specification""]",553,
True,30 kg semi-automatic hydro extractor 230 v single phase hdpe body,6,"['30 kg:capacity:specification', 'semi-automatic:automation grade:specification', 'hydro extractor:product:specification', '230 v:voltage:specification', 'single phase:phase:specification', 'hdpe:body material:specification']",30 kg:capacity:specification | semi-automatic:automation grade:specification | hydro extractor:product:specification | 230 v:voltage:specification | single phase:phase:specification | hdpe:body material:specification,"[""30 kg:capacity:specification"", ""semi-automatic:automation grade:specification"", ""hydro extractor:product:specification"", ""230 v:voltage:specification"", ""single phase:phase:specification"", ""hdpe:body material:specification""]",554,
True,curcumin extraction plant conical design 750 kg/hr,4,"['curcumin:material to be extruded:specification', 'extraction plant:machine type:specification', 'conical:design:specification', '750 kg/hr:capacity:specification']",curcumin:material to be extruded:specification | extraction plant:machine type:specification | conical:design:specification | 750 kg/hr:capacity:specification,"[""curcumin:material to be extruded:specification"", ""extraction plant:machine type:specification"", ""conical:design:specification"", ""750 kg/hr:capacity:specification""]",555,
True,"mother baby extruder - kabra make, 10 kg/hr, ss, 1 phase",6,"['mother baby:machine type:specification', 'extruder:product:specification', 'kabra:brand:specification', '10 kg/hr:capacity:specification', 'ss:body material:specification', '1 phase:phase:specification']",mother baby:machine type:specification | extruder:product:specification | kabra:brand:specification | 10 kg/hr:capacity:specification | ss:body material:specification | 1 phase:phase:specification,"[""mother baby:machine type:specification"", ""extruder:product:specification"", ""kabra:brand:specification"", ""10 kg/hr:capacity:specification"", ""ss:body material:specification"", ""1 phase:phase:specification""]",556,
True,labh group lab extruder 200 kg,3,"['labh group:brand:specification', 'lab extruder:product:specification', '200 kg:capacity:specification']",labh group:brand:specification | lab extruder:product:specification | 200 kg:capacity:specification,"[""labh group:brand:specification"", ""lab extruder:product:specification"", ""200 kg:capacity:specification""]",557,
True,"high quality fully automatic gold refinery plant conical type, 30 kg, 220 v supply, three phase, pp body, kabra brand for chemical industries",10,"['high quality:quality:specification', 'fully automatic:automation grade:specification', 'gold refinery plant:product:specification', 'conical:design:specification', '30 kg:capacity:specification', '220 v:voltage:specification', 'three phase:phase:specification', 'pp:body material:specification', 'kabra:brand:specification', 'chemical industries:usage/application:specification']",high quality:quality:specification | fully automatic:automation grade:specification | gold refinery plant:product:specification | conical:design:specification | 30 kg:capacity:specification | 220 v:voltage:specification | three phase:phase:specification | pp:body material:specification | kabra:brand:specification | chemical industries:usage/application:specification,"[""high quality:quality:specification"", ""fully automatic:automation grade:specification"", ""gold refinery plant:product:specification"", ""conical:design:specification"", ""30 kg:capacity:specification"", ""220 v:voltage:specification"", ""three phase:phase:specification"", ""pp:body material:specification"", ""kabra:brand:specification"", ""chemical industries:usage/application:specification""]",558,
True,"cable extruder - swaraj make, 100 kg/hr, ms, single phase",5,"['cable extruder:product:specification', 'swaraj:brand:specification', '100 kg/hr:capacity:specification', 'ms:body material:specification', 'single phase:phase:specification']",cable extruder:product:specification | swaraj:brand:specification | 100 kg/hr:capacity:specification | ms:body material:specification | single phase:phase:specification,"[""cable extruder:product:specification"", ""swaraj:brand:specification"", ""100 kg/hr:capacity:specification"", ""ms:body material:specification"", ""single phase:phase:specification""]",559,
True,"fully automatic tube extrusion machine for plastic processing applications, 50 ton capacity, 220 v voltage rating, 3 phase power supply, hdpe body",8,"['fully automatic:automation grade:specification', 'tube:product type:specification', 'extrusion machine:machine type:specification', 'plastic processing:usage/application:specification', '50 ton:capacity:specification', '220 v:voltage:specification', '3 phase:phase:specification', 'hdpe:body material:specification']",fully automatic:automation grade:specification | tube:product type:specification | extrusion machine:machine type:specification | plastic processing:usage/application:specification | 50 ton:capacity:specification | 220 v:voltage:specification | 3 phase:phase:specification | hdpe:body material:specification,"[""fully automatic:automation grade:specification"", ""tube:product type:specification"", ""extrusion machine:machine type:specification"", ""plastic processing:usage/application:specification"", ""50 ton:capacity:specification"", ""220 v:voltage:specification"", ""3 phase:phase:specification"", ""hdpe:body material:specification""]",560,
True,teknik semi-automatic polymer extruder,4,"['teknik:brand:specification', 'semi-automatic:automation grade:specification', 'polymer:material to be extruded:specification', 'extruder:machine type:specification']",teknik:brand:specification | semi-automatic:automation grade:specification | polymer:material to be extruded:specification | extruder:machine type:specification,"[""teknik:brand:specification"", ""semi-automatic:automation grade:specification"", ""polymer:material to be extruded:specification"", ""extruder:machine type:specification""]",561,
True,turbo solid phase extraction system 10 ton,4,"['turbo:brand:specification', 'solid phase:phase:specification', 'extraction system:machine type:specification', '10 ton:capacity:specification']",turbo:brand:specification | solid phase:phase:specification | extraction system:machine type:specification | 10 ton:capacity:specification,"[""turbo:brand:specification"", ""solid phase:phase:specification"", ""extraction system:machine type:specification"", ""10 ton:capacity:specification""]",562,
True,jockey extruder 50 hp motor 100 tpd,5,"['jockey:brand:specification', 'extruder:machine type:specification', '50 hp:power:specification', 'motor:component:specification', '100 tpd:capacity:specification']",jockey:brand:specification | extruder:machine type:specification | 50 hp:power:specification | motor:component:specification | 100 tpd:capacity:specification,"[""jockey:brand:specification"", ""extruder:machine type:specification"", ""50 hp:power:specification"", ""motor:component:specification"", ""100 tpd:capacity:specification""]",563,
True,"industrial grade manual basket extruder with co-rotating design, 200 liter capacity, operating voltage 400 v, three phase, stainless steel body material",8,"['industrial:usage/application:specification', 'manual:automation grade:specification', 'basket extruder:product:specification', 'co-rotating:design:specification', '200 liter:capacity:specification', '400 v:voltage:specification', 'three phase:phase:specification', 'stainless steel:body material:specification']",industrial:usage/application:specification | manual:automation grade:specification | basket extruder:product:specification | co-rotating:design:specification | 200 liter:capacity:specification | 400 v:voltage:specification | three phase:phase:specification | stainless steel:body material:specification,"[""industrial:usage/application:specification"", ""manual:automation grade:specification"", ""basket extruder:product:specification"", ""co-rotating:design:specification"", ""200 liter:capacity:specification"", ""400 v:voltage:specification"", ""three phase:phase:specification"", ""stainless steel:body material:specification""]",564,
True,prism semi-automatic foam extruder,4,"['prism:brand:specification', 'semi-automatic:automation grade:specification', 'foam:material to be extruded:specification', 'extruder:machine type:specification']",prism:brand:specification | semi-automatic:automation grade:specification | foam:material to be extruded:specification | extruder:machine type:specification,"[""prism:brand:specification"", ""semi-automatic:automation grade:specification"", ""foam:material to be extruded:specification"", ""extruder:machine type:specification""]",565,
True,hdpe copper extraction plant 50 ton capacity,4,"['hdpe:body material:specification', 'copper:material to be extruded:specification', 'extraction plant:machine type:specification', '50 ton:capacity:specification']",hdpe:body material:specification | copper:material to be extruded:specification | extraction plant:machine type:specification | 50 ton:capacity:specification,"[""hdpe:body material:specification"", ""copper:material to be extruded:specification"", ""extraction plant:machine type:specification"", ""50 ton:capacity:specification""]",566,
True,rice bran extraction plant with 1 hp power 240 v,4,"['rice bran:material to be extruded:specification', 'extraction plant:machine type:specification', '1 hp:power:specification', '240 v:voltage:specification']",rice bran:material to be extruded:specification | extraction plant:machine type:specification | 1 hp:power:specification | 240 v:voltage:specification,"[""rice bran:material to be extruded:specification"", ""extraction plant:machine type:specification"", ""1 hp:power:specification"", ""240 v:voltage:specification""]",567,
True,mother baby extruder 240 v 3 phase,4,"['mother baby:machine type:specification', 'extruder:product:specification', '240 v:voltage:specification', '3 phase:phase:specification']",mother baby:machine type:specification | extruder:product:specification | 240 v:voltage:specification | 3 phase:phase:specification,"[""mother baby:machine type:specification"", ""extruder:product:specification"", ""240 v:voltage:specification"", ""3 phase:phase:specification""]",568,
True,gold refinery plant with 50 hp power 240 v,3,"['gold refinery plant:product:specification', '50 hp:power:specification', '240 v:voltage:specification']",gold refinery plant:product:specification | 50 hp:power:specification | 240 v:voltage:specification,"[""gold refinery plant:product:specification"", ""50 hp:power:specification"", ""240 v:voltage:specification""]",569,
True,"manual plastic recycling extruder for laboratory, capacity: 100 tpd, power: 15 kw",6,"['manual:automation grade:specification', 'plastic:material to be extruded:specification', 'recycling extruder:product:specification', 'laboratory:usage/application:specification', '100 tpd:capacity:specification', '15 kw:power:specification']",manual:automation grade:specification | plastic:material to be extruded:specification | recycling extruder:product:specification | laboratory:usage/application:specification | 100 tpd:capacity:specification | 15 kw:power:specification,"[""manual:automation grade:specification"", ""plastic:material to be extruded:specification"", ""recycling extruder:product:specification"", ""laboratory:usage/application:specification"", ""100 tpd:capacity:specification"", ""15 kw:power:specification""]",570,
True,cable extruder 7.5 hp motor 20 tpd,4,"['cable:product type:specification', 'extruder:machine type:specification', '7.5 hp:power:specification', '20 tpd:capacity:specification']",cable:product type:specification | extruder:machine type:specification | 7.5 hp:power:specification | 20 tpd:capacity:specification,"[""cable:product type:specification"", ""extruder:machine type:specification"", ""7.5 hp:power:specification"", ""20 tpd:capacity:specification""]",571,
True,industrial xlpe cable extruder teknik 1 ton 380 v fully automatic,8,"['industrial:usage/application:specification', 'xlpe:product type:specification', 'cable:product type:specification', 'extruder:machine type:specification', 'teknik:brand:specification', '1 ton:capacity:specification', '380 v:voltage:specification', 'fully automatic:automation grade:specification']",industrial:usage/application:specification | xlpe:product type:specification | cable:product type:specification | extruder:machine type:specification | teknik:brand:specification | 1 ton:capacity:specification | 380 v:voltage:specification | fully automatic:automation grade:specification,"[""industrial:usage/application:specification"", ""xlpe:product type:specification"", ""cable:product type:specification"", ""extruder:machine type:specification"", ""teknik:brand:specification"", ""1 ton:capacity:specification"", ""380 v:voltage:specification"", ""fully automatic:automation grade:specification""]",572,
True,aluminium body co-rotating twin screw extruder with 100 tpd capacity and 220 v voltage,6,"['aluminium:body material:specification', 'co-rotating:screw type:specification', 'twin screw:design:specification', 'extruder:product:specification', '100 tpd:capacity:specification', '220 v:voltage:specification']",aluminium:body material:specification | co-rotating:screw type:specification | twin screw:design:specification | extruder:product:specification | 100 tpd:capacity:specification | 220 v:voltage:specification,"[""aluminium:body material:specification"", ""co-rotating:screw type:specification"", ""twin screw:design:specification"", ""extruder:product:specification"", ""100 tpd:capacity:specification"", ""220 v:voltage:specification""]",573,
True,used mother baby extruder,3,"['used:condition:specification', 'mother baby:machine type:specification', 'extruder:product:specification']",used:condition:specification | mother baby:machine type:specification | extruder:product:specification,"[""used:condition:specification"", ""mother baby:machine type:specification"", ""extruder:product:specification""]",574,
True,"mahindra make semi-automatic pp extruder, production capacity: 5 kg, voltage: 440 v, phase: three phase, material: hdpe, power: 5 kw",9,"['mahindra:brand:specification', 'semi-automatic:automation grade:specification', 'pp:material to be extruded:specification', 'extruder:machine type:specification', '5 kg:capacity:specification', '440 v:voltage:specification', 'three phase:phase:specification', 'hdpe:body material:specification', '5 kw:power:specification']",mahindra:brand:specification | semi-automatic:automation grade:specification | pp:material to be extruded:specification | extruder:machine type:specification | 5 kg:capacity:specification | 440 v:voltage:specification | three phase:phase:specification | hdpe:body material:specification | 5 kw:power:specification,"[""mahindra:brand:specification"", ""semi-automatic:automation grade:specification"", ""pp:material to be extruded:specification"", ""extruder:machine type:specification"", ""5 kg:capacity:specification"", ""440 v:voltage:specification"", ""three phase:phase:specification"", ""hdpe:body material:specification"", ""5 kw:power:specification""]",575,
True,500 kg/hr hdpe extruder cast iron body,4,"['500 kg/hr:capacity:specification', 'hdpe:product type:specification', 'extruder:machine type:specification', 'cast iron:body material:specification']",500 kg/hr:capacity:specification | hdpe:product type:specification | extruder:machine type:specification | cast iron:body material:specification,"[""500 kg/hr:capacity:specification"", ""hdpe:product type:specification"", ""extruder:machine type:specification"", ""cast iron:body material:specification""]",576,
True,"high quality automatic foam extruder parallel type, 750 kg/hr, 415 v supply, 3 phase, ms body, popular brand for food processing",10,"['high quality:quality:specification', 'automatic:automation grade:specification', 'foam:material to be extruded:specification', 'extruder:machine type:specification', 'parallel:design:specification', '750 kg/hr:capacity:specification', '415 v:voltage:specification', '3 phase:phase:specification', 'ms:body material:specification', 'food processing:usage/application:specification']",high quality:quality:specification | automatic:automation grade:specification | foam:material to be extruded:specification | extruder:machine type:specification | parallel:design:specification | 750 kg/hr:capacity:specification | 415 v:voltage:specification | 3 phase:phase:specification | ms:body material:specification | food processing:usage/application:specification,"[""high quality:quality:specification"", ""automatic:automation grade:specification"", ""foam:material to be extruded:specification"", ""extruder:machine type:specification"", ""parallel:design:specification"", ""750 kg/hr:capacity:specification"", ""415 v:voltage:specification"", ""3 phase:phase:specification"", ""ms:body material:specification"", ""food processing:usage/application:specification""]",577,
True,rajco manual jockey extruder,3,"['rajco:brand:specification', 'manual:automation grade:specification', 'jockey extruder:product:specification']",rajco:brand:specification | manual:automation grade:specification | jockey extruder:product:specification,"[""rajco:brand:specification"", ""manual:automation grade:specification"", ""jockey extruder:product:specification""]",578,
True,"semi-automatic titanium single die extruder, capacity: 100 tpd, voltage: 480 v, phase: 3 phase",7,"['semi-automatic:automation grade:specification', 'titanium:body material:specification', 'single die:design:specification', 'extruder:machine type:specification', '100 tpd:capacity:specification', '480 v:voltage:specification', '3 phase:phase:specification']",semi-automatic:automation grade:specification | titanium:body material:specification | single die:design:specification | extruder:machine type:specification | 100 tpd:capacity:specification | 480 v:voltage:specification | 3 phase:phase:specification,"[""semi-automatic:automation grade:specification"", ""titanium:body material:specification"", ""single die:design:specification"", ""extruder:machine type:specification"", ""100 tpd:capacity:specification"", ""480 v:voltage:specification"", ""3 phase:phase:specification""]",579,
True,"plastic extruder machine specifications - brand: turbo, capacity: 50 kg, voltage: 230 v, phase: 1 phase, body material: ss 304, automation: semi-automatic",8,"['plastic:material to be extruded:specification', 'extruder machine:product:specification', 'turbo:brand:specification', '50 kg:capacity:specification', '230 v:voltage:specification', '1 phase:phase:specification', 'ss 304:body material:specification', 'semi-automatic:automation grade:specification']",plastic:material to be extruded:specification | extruder machine:product:specification | turbo:brand:specification | 50 kg:capacity:specification | 230 v:voltage:specification | 1 phase:phase:specification | ss 304:body material:specification | semi-automatic:automation grade:specification,"[""plastic:material to be extruded:specification"", ""extruder machine:product:specification"", ""turbo:brand:specification"", ""50 kg:capacity:specification"", ""230 v:voltage:specification"", ""1 phase:phase:specification"", ""ss 304:body material:specification"", ""semi-automatic:automation grade:specification""]",580,
True,"bitumen extractor machine specifications - brand: eureka, capacity: 10 kg/hr, voltage: 415 v, phase: 3 phase, body material: cast iron, automation: semi-automatic",7,"['bitumen extractor machine:product:specification', 'eureka:brand:specification', '10 kg/hr:capacity:specification', '415 v:voltage:specification', '3 phase:phase:specification', 'cast iron:body material:specification', 'semi-automatic:automation grade:specification']",bitumen extractor machine:product:specification | eureka:brand:specification | 10 kg/hr:capacity:specification | 415 v:voltage:specification | 3 phase:phase:specification | cast iron:body material:specification | semi-automatic:automation grade:specification,"[""bitumen extractor machine:product:specification"", ""eureka:brand:specification"", ""10 kg/hr:capacity:specification"", ""415 v:voltage:specification"", ""3 phase:phase:specification"", ""cast iron:body material:specification"", ""semi-automatic:automation grade:specification""]",581,
True,aba blown film machine,3,"['aba:brand:specification', 'blown film:machine type:specification', 'machine:product:specification']",aba:brand:specification | blown film:machine type:specification | machine:product:specification,"[""aba:brand:specification"", ""blown film:machine type:specification"", ""machine:product:specification""]",582,
True,silver refining plant single screw design 25 kg/hr,3,"['silver refining plant:product:specification', 'single screw:design:specification', '25 kg/hr:capacity:specification']",silver refining plant:product:specification | single screw:design:specification | 25 kg/hr:capacity:specification,"[""silver refining plant:product:specification"", ""single screw:design:specification"", ""25 kg/hr:capacity:specification""]",583,
True,pp wpc extruder,3,"['pp:material to be extruded:specification', 'wpc:product type:specification', 'extruder:machine type:specification']",pp:material to be extruded:specification | wpc:product type:specification | extruder:machine type:specification,"[""pp:material to be extruded:specification"", ""wpc:product type:specification"", ""extruder:machine type:specification""]",584,
True,200 kg/hr single phase conical twin screw extruder,5,"['200 kg/hr:capacity:specification', 'single phase:phase:specification', 'conical:design:specification', 'twin screw:machine type:specification', 'extruder:product:specification']",200 kg/hr:capacity:specification | single phase:phase:specification | conical:design:specification | twin screw:machine type:specification | extruder:product:specification,"[""200 kg/hr:capacity:specification"", ""single phase:phase:specification"", ""conical:design:specification"", ""twin screw:machine type:specification"", ""extruder:product:specification""]",585,
True,"rice bran extraction plant machine specifications - brand: eureka, capacity: 1 ton, voltage: 220 v, phase: 3 phase, body material: hdpe, automation: semi-automatic",8,"['rice bran:material to be extruded:specification', 'extraction plant:machine type:specification', 'eureka:brand:specification', '1 ton:capacity:specification', '220 v:voltage:specification', '3 phase:phase:specification', 'hdpe:body material:specification', 'semi-automatic:automation grade:specification']",rice bran:material to be extruded:specification | extraction plant:machine type:specification | eureka:brand:specification | 1 ton:capacity:specification | 220 v:voltage:specification | 3 phase:phase:specification | hdpe:body material:specification | semi-automatic:automation grade:specification,"[""rice bran:material to be extruded:specification"", ""extraction plant:machine type:specification"", ""eureka:brand:specification"", ""1 ton:capacity:specification"", ""220 v:voltage:specification"", ""3 phase:phase:specification"", ""hdpe:body material:specification"", ""semi-automatic:automation grade:specification""]",586,
True,"mahindra automatic basket extruder machine with 50 ton capacity, 240 v voltage, three phase, titanium body, suitable for industrial",8,"['mahindra:brand:specification', 'automatic:automation grade:specification', 'basket extruder machine:product:specification', '50 ton:capacity:specification', '240 v:voltage:specification', 'three phase:phase:specification', 'titanium:body material:specification', 'industrial:usage/application:specification']",mahindra:brand:specification | automatic:automation grade:specification | basket extruder machine:product:specification | 50 ton:capacity:specification | 240 v:voltage:specification | three phase:phase:specification | titanium:body material:specification | industrial:usage/application:specification,"[""mahindra:brand:specification"", ""automatic:automation grade:specification"", ""basket extruder machine:product:specification"", ""50 ton:capacity:specification"", ""240 v:voltage:specification"", ""three phase:phase:specification"", ""titanium:body material:specification"", ""industrial:usage/application:specification""]",587,
True,conical plastic extruder 200 kg automatic 400 v,6,"['conical:design:specification', 'plastic:material to be extruded:specification', 'extruder:machine type:specification', '200 kg:capacity:specification', 'automatic:automation grade:specification', '400 v:voltage:specification']",conical:design:specification | plastic:material to be extruded:specification | extruder:machine type:specification | 200 kg:capacity:specification | automatic:automation grade:specification | 400 v:voltage:specification,"[""conical:design:specification"", ""plastic:material to be extruded:specification"", ""extruder:machine type:specification"", ""200 kg:capacity:specification"", ""automatic:automation grade:specification"", ""400 v:voltage:specification""]",588,
True,herbal extraction plant machine 25 kg/hr output 400 v three phase hdpe,7,"['herbal:material to be extruded:specification', 'extraction plant:machine type:specification', 'machine:product:specification', '25 kg/hr:capacity:specification', '400 v:voltage:specification', 'three phase:phase:specification', 'hdpe:body material:specification']",herbal:material to be extruded:specification | extraction plant:machine type:specification | machine:product:specification | 25 kg/hr:capacity:specification | 400 v:voltage:specification | three phase:phase:specification | hdpe:body material:specification,"[""herbal:material to be extruded:specification"", ""extraction plant:machine type:specification"", ""machine:product:specification"", ""25 kg/hr:capacity:specification"", ""400 v:voltage:specification"", ""three phase:phase:specification"", ""hdpe:body material:specification""]",589,
True,1000 kg/hr automatic pet extruder 400 v three phase titanium body,7,"['1000 kg/hr:capacity:specification', 'automatic:automation grade:specification', 'pet:product type:specification', 'extruder:machine type:specification', '400 v:voltage:specification', 'three phase:phase:specification', 'titanium:body material:specification']",1000 kg/hr:capacity:specification | automatic:automation grade:specification | pet:product type:specification | extruder:machine type:specification | 400 v:voltage:specification | three phase:phase:specification | titanium:body material:specification,"[""1000 kg/hr:capacity:specification"", ""automatic:automation grade:specification"", ""pet:product type:specification"", ""extruder:machine type:specification"", ""400 v:voltage:specification"", ""three phase:phase:specification"", ""titanium:body material:specification""]",590,
True,gold refining machine with 2 hp power 440 v,3,"['gold refining machine:product:specification', '2 hp:power:specification', '440 v:voltage:specification']",gold refining machine:product:specification | 2 hp:power:specification | 440 v:voltage:specification,"[""gold refining machine:product:specification"", ""2 hp:power:specification"", ""440 v:voltage:specification""]",591,
True,hdpe blown film extrusion machine 5 tpd capacity,4,"['hdpe:product type:specification', 'blown film:machine type:specification', 'extrusion machine:product:specification', '5 tpd:capacity:specification']",hdpe:product type:specification | blown film:machine type:specification | extrusion machine:product:specification | 5 tpd:capacity:specification,"[""hdpe:product type:specification"", ""blown film:machine type:specification"", ""extrusion machine:product:specification"", ""5 tpd:capacity:specification""]",592,
True,"industrial grade manual curcumin extraction plant with twin screw design, 500 kg/hr capacity, operating voltage 440 v, three phase, titanium body material",8,"['industrial:usage/application:specification', 'manual:automation grade:specification', 'curcumin extraction plant:product:specification', 'twin screw:design:specification', '500 kg/hr:capacity:specification', '440 v:voltage:specification', 'three phase:phase:specification', 'titanium:body material:specification']",industrial:usage/application:specification | manual:automation grade:specification | curcumin extraction plant:product:specification | twin screw:design:specification | 500 kg/hr:capacity:specification | 440 v:voltage:specification | three phase:phase:specification | titanium:body material:specification,"[""industrial:usage/application:specification"", ""manual:automation grade:specification"", ""curcumin extraction plant:product:specification"", ""twin screw:design:specification"", ""500 kg/hr:capacity:specification"", ""440 v:voltage:specification"", ""three phase:phase:specification"", ""titanium:body material:specification""]",593,
True,"manual ms pvc extruder, capacity: 100 kg/hr, voltage: 480 v, phase: 1 phase",7,"['manual:automation grade:specification', 'ms:body material:specification', 'pvc:product type:specification', 'extruder:machine type:specification', '100 kg/hr:capacity:specification', '480 v:voltage:specification', '1 phase:phase:specification']",manual:automation grade:specification | ms:body material:specification | pvc:product type:specification | extruder:machine type:specification | 100 kg/hr:capacity:specification | 480 v:voltage:specification | 1 phase:phase:specification,"[""manual:automation grade:specification"", ""ms:body material:specification"", ""pvc:product type:specification"", ""extruder:machine type:specification"", ""100 kg/hr:capacity:specification"", ""480 v:voltage:specification"", ""1 phase:phase:specification""]",594,
True,titanium xlpe cable extruder,4,"['titanium:body material:specification', 'xlpe:product type:specification', 'cable:product type:specification', 'extruder:machine type:specification']",titanium:body material:specification | xlpe:product type:specification | cable:product type:specification | extruder:machine type:specification,"[""titanium:body material:specification"", ""xlpe:product type:specification"", ""cable:product type:specification"", ""extruder:machine type:specification""]",595,
