query,ground_truth_count,qmeans_attr_count,gemini_attr_count,groundtruth_attr_key_1,groundtruth_attr_value_1,groundtruth_attr_key_2,groundtruth_attr_value_2,groundtruth_attr_key_3,groundtruth_attr_value_3,groundtruth_attr_key_4,groundtruth_attr_value_4,groundtruth_attr_key_5,groundtruth_attr_value_5,groundtruth_attr_key_6,groundtruth_attr_value_6,groundtruth_attr_key_7,groundtruth_attr_value_7,groundtruth_attr_key_8,groundtruth_attr_value_8,groundtruth_attr_key_9,groundtruth_attr_value_9,qmeans_attr_key_1,qmeans_attr_value_1,gemini_attr_key_1,gemini_attr_value_1,qmeans_attr_key_2,qmeans_attr_value_2,gemini_attr_key_2,gemini_attr_value_2,qmeans_attr_key_3,qmeans_attr_value_3,gemini_attr_key_3,gemini_attr_value_3,qmeans_attr_key_4,qmeans_attr_value_4,gemini_attr_key_4,gemini_attr_value_4,qmeans_attr_key_5,qmeans_attr_value_5,gemini_attr_key_5,gemini_attr_value_5,qmeans_attr_key_6,qmeans_attr_value_6,gemini_attr_key_6,gemini_attr_value_6,qmeans_attr_key_7,qmeans_attr_value_7,gemini_attr_key_7,gemini_attr_value_7,qmeans_attr_key_8,qmeans_attr_value_8,gemini_attr_key_8,gemini_attr_value_8,qmeans_attr_key_9,qmeans_attr_value_9,gemini_attr_key_9,gemini_attr_value_9,COUNT_MATCH,HIGH_COUNT,qmeans_vs_gemini_attr_1_key_match,qmeans_vs_gemini_attr_1_value_match,qmeans_vs_gemini_attr_2_key_match,qmeans_vs_gemini_attr_2_value_match,qmeans_vs_gemini_attr_3_key_match,qmeans_vs_gemini_attr_3_value_match,qmeans_vs_gemini_attr_4_key_match,qmeans_vs_gemini_attr_4_value_match,qmeans_vs_gemini_attr_5_key_match,qmeans_vs_gemini_attr_5_value_match,qmeans_vs_gemini_attr_6_key_match,qmeans_vs_gemini_attr_6_value_match,qmeans_vs_gemini_attr_7_key_match,qmeans_vs_gemini_attr_7_value_match,qmeans_vs_gemini_attr_8_key_match,qmeans_vs_gemini_attr_8_value_match,qmeans_vs_gemini_attr_9_key_match,qmeans_vs_gemini_attr_9_value_match,gemini_vs_qmeans_attr_1_key_match,gemini_vs_qmeans_attr_1_value_match,gemini_vs_qmeans_attr_2_key_match,gemini_vs_qmeans_attr_2_value_match,gemini_vs_qmeans_attr_3_key_match,gemini_vs_qmeans_attr_3_value_match,gemini_vs_qmeans_attr_4_key_match,gemini_vs_qmeans_attr_4_value_match,gemini_vs_qmeans_attr_5_key_match,gemini_vs_qmeans_attr_5_value_match,gemini_vs_qmeans_attr_6_key_match,gemini_vs_qmeans_attr_6_value_match,gemini_vs_qmeans_attr_7_key_match,gemini_vs_qmeans_attr_7_value_match,gemini_vs_qmeans_attr_8_key_match,gemini_vs_qmeans_attr_8_value_match,gemini_vs_qmeans_attr_9_key_match,gemini_vs_qmeans_attr_9_value_match,groundtruth_vs_qmeans_attr_1_key_match,groundtruth_vs_qmeans_attr_1_value_match,groundtruth_vs_qmeans_attr_2_key_match,groundtruth_vs_qmeans_attr_2_value_match,groundtruth_vs_qmeans_attr_3_key_match,groundtruth_vs_qmeans_attr_3_value_match,groundtruth_vs_qmeans_attr_4_key_match,groundtruth_vs_qmeans_attr_4_value_match,groundtruth_vs_qmeans_attr_5_key_match,groundtruth_vs_qmeans_attr_5_value_match,groundtruth_vs_qmeans_attr_6_key_match,groundtruth_vs_qmeans_attr_6_value_match,groundtruth_vs_qmeans_attr_7_key_match,groundtruth_vs_qmeans_attr_7_value_match,groundtruth_vs_qmeans_attr_8_key_match,groundtruth_vs_qmeans_attr_8_value_match,groundtruth_vs_qmeans_attr_9_key_match,groundtruth_vs_qmeans_attr_9_value_match,groundtruth_vs_gemini_attr_1_key_match,groundtruth_vs_gemini_attr_1_value_match,groundtruth_vs_gemini_attr_2_key_match,groundtruth_vs_gemini_attr_2_value_match,groundtruth_vs_gemini_attr_3_key_match,groundtruth_vs_gemini_attr_3_value_match,groundtruth_vs_gemini_attr_4_key_match,groundtruth_vs_gemini_attr_4_value_match,groundtruth_vs_gemini_attr_5_key_match,groundtruth_vs_gemini_attr_5_value_match,groundtruth_vs_gemini_attr_6_key_match,groundtruth_vs_gemini_attr_6_value_match,groundtruth_vs_gemini_attr_7_key_match,groundtruth_vs_gemini_attr_7_value_match,groundtruth_vs_gemini_attr_8_key_match,groundtruth_vs_gemini_attr_8_value_match,groundtruth_vs_gemini_attr_9_key_match,groundtruth_vs_gemini_attr_9_value_match
refurbished curcumin extraction plant,2,1,0,condition,refurbished,product,curcumin extraction plant,,,,,,,,,,,,,,,machine condition,refurbished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,FALSE,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,
"manual double die extruder for agricultural applications, 10 tpd capacity, 480 v voltage rating, 3 phase power supply, titanium body",7,5,6,automation grade,manual,body material,titanium,capacity,10 tpd,phase,3 phase,product,double die extruder,usage/application,agricultural,voltage,480 v,,,,,automation grade,manual,application,agricultural,capacity,10 tpd,automation grade,manual,material,titanium,body material,titanium,model name/number,extruder,capacity,10 tpd,usage,agricultural,phase,three phase,,,voltage,480 v,,,,,,,,,,,,,FALSE,gemini,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,
750 kg/hr manual silver refining plant,3,2,3,automation grade,manual,capacity,750 kg/hr,product,silver refining plant,,,,,,,,,,,,,automation grade,manual,automation grade,manual,capacity,750 kg/hr,metal,silver,,,production capacity,750 kg/hr,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,gemini,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,
industrial centrifuge extractor unique 500 liter 380 v fully automatic,6,6,2,automation grade,fully automatic,brand,unique,capacity,500 liter,product,centrifuge extractor,usage/application,industrial,voltage,380 v,,,,,,,automation grade,automatic,automation grade,fully automatic,brand,unique,voltage,380 v,capacity,500 liter,,,product,centrifuge,,,usage,industrial,,,voltage,380 v,,,,,,,,,,,,,,,FALSE,qmeans,TRUE,PARTIAL,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,TRUE,PARTIAL,TRUE,TRUE,,,,,,,,,,,,,,,TRUE,PARTIAL,TRUE,TRUE,TRUE,TRUE,TRUE,PARTIAL,FALSE,NA,TRUE,TRUE,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,
aluminium body zinc recovery unit with 100 liter capacity and 440 v voltage,4,4,3,body material,aluminium,capacity,100 liter,product,zinc recovery unit,voltage,440 v,,,,,,,,,,,capacity,100 liter,capacity,100 litre,material,aluminium,material,aluminium,type,zinc recovery,voltage,440 v,voltage,440 v,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,TRUE,FALSE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,FALSE,NA,TRUE,FALSE,FALSE,NA,TRUE,TRUE,,,,,,,,,,
kabra tube extrusion machine,2,1,2,brand,kabra,product,tube extrusion machine,,,,,,,,,,,,,,,brand,kabra,brand,kabra,,,type,tube extrusion machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,gemini,TRUE,TRUE,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,
co-rotating twin screw extruder 10 kw motor 5 tpd,3,2,3,capacity,5 tpd,motor power,10 kw,product,co-rotating twin screw extruder,,,,,,,,,,,,,capacity,5 tpd,capacity,5 tpd,power,10 kw,motor power,10 kw,,,screw design,co-rotating twin screw,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,gemini,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,
automatic ldpe blown film machine,2,2,3,automation grade,automatic,product,ldpe blown film machine,,,,,,,,,,,,,,,machine type,automatic,automation grade,automatic,material,ldpe,machine type,blown film extrusion machine,,,plastic processed,ldpe,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,gemini,TRUE,FALSE,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,TRUE,FALSE,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,
hdpe body conical twin screw extruder 750 kg/hr,3,3,4,body material,hdpe,capacity,750 kg/hr,product,conical twin screw extruder,,,,,,,,,,,,,capacity,750 kg/hr,material,hdpe,machine type,screw,production capacity,750 kg/hr,material,hdpe,screw design,conical,,,screw design,twin screw,,,,,,,,,,,,,,,,,,,,,FALSE,gemini,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,
"bitumen extractor machine specifications - brand: eureka, capacity: 10 ton, voltage: 440 v, phase: 3 phase, body material: cast iron, automation: automatic",7,4,4,automation grade,automatic,body material,cast iron,brand,eureka,capacity,10 ton,phase,3 phase,product,bitumen extractor,voltage,440 v,,,,,automation grade,automatic,automation grade,automatic,brand,eureka,body material,cast iron,capacity,10 ton,phase,3 phase,machine type,bitumen extractor,voltage,440 v,,,,,,,,,,,,,,,,,,,,,TRUE,same,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,
titanium pvc extruder 5 kg/hr capacity,3,2,4,body material,titanium,capacity,5 kg/hr,product,pvc extruder,,,,,,,,,,,,,capacity,5 kg/hr,body material,pp,type,extruder,capacity(kg,5 kg,,,material to be extruded,plastic,,,screw speed,hr,,,,,,,,,,,,,,,,,,,,,FALSE,gemini,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,TRUE,FALSE,FALSE,NA,FALSE,NA,,,,,,,,,,,,
"industrial grade manual multi layer extruder with single screw design, 300 kg/hr capacity, operating voltage 230 v, 3 phase, ss 316 body material",8,4,6,automation grade,manual,body material,ss 316,capacity,300 kg/hr,phase,3 phase,product,multi layer extruder,screw design,single screw,usage/application,industrial,voltage,230 v,,,automation grade,manual,automation grade,manual,capacity,300 kg/hr,body material,ss 316,model name/number,extruder,industry type,industrial,usage,industrial,phase,three phase,,,production capacity,300 kg/hr,,,voltage,230 v,,,,,,,,,,,,,FALSE,gemini,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,,
"manual ss 316 blown film extrusion machine, capacity: 100 kg/hr, voltage: 440 v, phase: 3 phase",6,3,6,automation grade,manual,body material,ss 316,capacity,100 kg/hr,phase,3 phase,product,blown film extrusion machine,voltage,440 v,,,,,,,capacity,100 kg/hr,automation grade,manual,machine type,manual,body material,ss,phase,3 phase,material grade,316,,,phase,three phase,,,production capacity,100 kg/hr,,,voltage,440 v,,,,,,,,,,,,,FALSE,gemini,FALSE,NA,FALSE,NA,TRUE,FALSE,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,FALSE,FALSE,NA,FALSE,NA,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,TRUE,TRUE,TRUE,PARTIAL,FALSE,NA,TRUE,FALSE,FALSE,NA,TRUE,TRUE,,,,,,
"plastic extruder for industrial use, 300 kg/hr, 230 v, turbo brand",5,5,5,brand,turbo,capacity,300 kg/hr,product,plastic extruder,usage/application,industrial,voltage,230 v,,,,,,,,,brand,turbo,brand,turbo,capacity,300 kg/hr,material to be extruded,plastic,material,plastic,production capacity,300 kg/hr,type,extruder,usage/application,industrial,usage,industrial,voltage,230 v,,,,,,,,,,,,,,,,,TRUE,same,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,TRUE,TRUE,,,,,,,,
ss silver refining plant 5 tpd capacity,3,2,3,body material,ss,capacity,5 tpd,product,silver refining plant,,,,,,,,,,,,,capacity,5 tpd,body material,ss,material,ss,capacity,5 tpd,,,usage/application,silver refining plant,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,gemini,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,
manual liquid extraction system,2,1,2,automation grade,manual,product,liquid extraction system,,,,,,,,,,,,,,,automation grade,manual,automation grade,manual,,,form,liquid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,gemini,TRUE,TRUE,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,
zinc recovery unit for wire & cable 1000 liter,3,2,2,capacity,1000 liter,product,zinc recovery unit,usage/application,wire & cable,,,,,,,,,,,,,capacity,1000 liter,capacity(litre,1000,type,zinc recovery unit,usage/application,wire & cable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,same,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,
liquid extraction system with 7.5 hp power 380 v,3,2,2,power,7.5 hp,product,liquid extraction system,voltage,380 v,,,,,,,,,,,,,motor power,7.5 hp,motor power,7.5 hp,voltage,380 v,voltage,380 v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,same,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,
250 kg/hr 1 phase epe foam extruder,3,3,2,capacity,250 kg/hr,phase,1 phase,product,epe foam extruder,,,,,,,,,,,,,capacity,250 kg/hr,phase,1 phase,phase,1 phase,production capacity,250 kg/hr,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,
"manual plastic recycling extruder for laboratory, capacity: 500 kg/hr, power: 25 hp",5,6,4,automation grade,manual,capacity,500 kg/hr,power,25 hp,product,plastic recycling extruder,usage/application,laboratory,,,,,,,,,automation grade,manual,automation grade,manual,capacity,500 kg/hr,material to be extruded,plastic,material,plastic,motor power,2 hp,motor power,25 hp,production capacity,500 kg/hr,type,extruder,,,usage,laboratory,,,,,,,,,,,,,,,FALSE,qmeans,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,FALSE,FALSE,NA,FALSE,NA,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,FALSE,FALSE,NA,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,
ss 304 extruder machine 500 kg capacity,3,3,3,body material,ss 304,capacity,500 kg,product,extruder machine,,,,,,,,,,,,,capacity,500 kg,body material,ss,material grade,ss 304,capacity,500 kg,type,extruder,material grade,304,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,same,TRUE,TRUE,TRUE,PARTIAL,FALSE,NA,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,TRUE,PARTIAL,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,TRUE,PARTIAL,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,
manual pipe extrusion machine,2,2,2,automation grade,manual,product,pipe extrusion machine,,,,,,,,,,,,,,,automation grade,manual,automation grade,manual,machine type,extrusion,type,pipe extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,same,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,
unique fully automatic epe foam extruder,3,4,0,automation grade,fully automatic,brand,unique,product,epe foam extruder,,,,,,,,,,,,,automation grade,automatic,,,brand,unique,,,material,epe,,,type,extruder,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,PARTIAL,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,
200 tpd 3 phase epe foam extruder,3,4,2,capacity,200 tpd,phase,3 phase,product,epe foam extruder,,,,,,,,,,,,,capacity,200 tpd,capacity,200 tpd,material,epe,phase,3 phase,phase,3 phase,,,type,extruder,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,
new extruder machine,2,2,2,condition,new,product,extruder machine,,,,,,,,,,,,,,,condition,new,i deal in,new,type,extruder,type,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,same,FALSE,NA,TRUE,FALSE,,,,,,,,,,,,,,,FALSE,NA,TRUE,FALSE,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,
fully automatic copper extraction plant 415 v,3,3,2,automation grade,fully automatic,product,copper extraction plant,voltage,415 v,,,,,,,,,,,,,automation grade,automatic,automation grade,fully automatic,usage,copper extraction,voltage,415 v,voltage,415 v,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,TRUE,PARTIAL,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,TRUE,PARTIAL,TRUE,TRUE,,,,,,,,,,,,,,,TRUE,PARTIAL,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,
foam extruder machine 20 kg output 400 v 3 phase mild steel,5,5,4,body material,mild steel,capacity,20 kg,phase,3 phase,product,foam extruder,voltage,400 v,,,,,,,,,capacity,20 kg,body material,mild steel,material,mild steel,capacity(kg/hr,20 kg,phase,3 phase,phase,three phase,type,foam extruder,voltage,400 v,voltage,400 v,,,,,,,,,,,,,,,,,,,FALSE,qmeans,FALSE,NA,FALSE,NA,TRUE,FALSE,FALSE,NA,TRUE,TRUE,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,FALSE,TRUE,TRUE,,,,,,,,,,,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,FALSE,FALSE,NA,TRUE,TRUE,,,,,,,,
fully automatic metal recovery plant 230 v,3,2,2,automation grade,fully automatic,product,metal recovery plant,voltage,230 v,,,,,,,,,,,,,automation grade,automatic,automation grade,fully automatic,voltage,230 v,voltage,230 v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,same,TRUE,PARTIAL,TRUE,TRUE,,,,,,,,,,,,,,,TRUE,PARTIAL,TRUE,TRUE,,,,,,,,,,,,,,,TRUE,PARTIAL,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,
jockey extruder machine 50 tpd output 220 v single phase hdpe,5,6,3,body material,hdpe,capacity,50 tpd,phase,single phase,product,jockey extruder,voltage,220 v,,,,,,,,,brand,jockey,material to be extruded,hdpe,capacity,50 tpd,phase,single phase,material,hdpe,voltage,220 v,phase,single phase,,,type,extruder,,,voltage,220 v,,,,,,,,,,,,,,,FALSE,qmeans,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,FALSE,NA,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,
"automatic wpc extruder for packaging, capacity: 1 tpd, power: 1 kw",5,4,3,automation grade,automatic,capacity,1 tpd,power,1 kw,product,wpc extruder,usage/application,packaging,,,,,,,,,automation grade,automatic,automation grade,automatic,capacity,1 tpd,capacity,1 tpd,material,wpc,power,1 kw,type,extruder,,,,,,,,,,,,,,,,,,,,,,,FALSE,qmeans,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,
"looking for manual hydro extractor with specifications: capacity 500 ton, voltage 400 v, phase 1 phase, body material titanium, application laboratory",7,4,6,automation grade,manual,body material,titanium,capacity,500 ton,phase,1 phase,product,hydro extractor,usage/application,laboratory,voltage,400 v,,,,,automation grade,manual,application,laboratory,capacity,500 ton,automation grade,manual,model name/number,hydro extractor,body material,titanium,usage,laboratory,capacity,500 ton,,,phase,1 phase,,,voltage,400 v,,,,,,,,,,,,,FALSE,gemini,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,
conical twin screw extruder for packaging,2,2,4,product,conical twin screw extruder,usage/application,packaging,,,,,,,,,,,,,,,type,screw extruder,application,packaging,usage,packaging,screw design,conical,,,screw design,twin screw,,,type,extruder,,,,,,,,,,,,,,,,,,,,,FALSE,gemini,TRUE,PARTIAL,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,PARTIAL,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,
industrial blown film extrusion machine prism 100 tpd 400 v semi-automatic,6,3,4,automation grade,semi-automatic,brand,prism,capacity,100 tpd,product,blown film extrusion machine,usage/application,industrial,voltage,400 v,,,,,,,machine type,semi-automatic,automation grade,semi-automatic,usage,industrial,capacity,100 tpd,voltage,400 v,usage/application,industrial,,,voltage,400 v,,,,,,,,,,,,,,,,,,,,,FALSE,gemini,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,,,,,,
"semi-automatic bitumen extractor for plastic processing, capacity: 25 kg/hr, power: 1 hp",5,4,4,automation grade,semi-automatic,capacity,25 kg/hr,power,1 hp,product,bitumen extractor,usage/application,plastic processing,,,,,,,,,automation grade,semi-automatic,automation grade,semi-automatic,capacity,25 kg/hr,material to be extruded,plastic,machine type,bitumen extractor,motor power,1 hp,motor power,1 hp,production capacity,25 kg/hr,,,,,,,,,,,,,,,,,,,,,TRUE,same,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,
co-rotating twin screw extruder for agricultural,2,3,3,product,co-rotating twin screw extruder,usage/application,agricultural,,,,,,,,,,,,,,,driven type,co-rotating,screw design,co rotating,type,screw extruder,screw design,twin screw,usage,agricultural,usage/application,industrial,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,same,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,TRUE,FALSE,,,,,,,,,,,,,,
